ELEMENT_GLOBAL_ID,Scientific Name,Common Name,Taxonomic Group
135161,Cirsium crassicaule,Slough Thistle,Flowering Plants
157398,Cirsium hydrophilum,Suisun Thistle,Flowering Plants
821318,Cirsium joannae,Cirsium joannae,Flowering Plants
156329,Cirsium loncholepis,La Graciosa Thistle,Flowering Plants
131907,Cirsium longistylum,Long-styled Thistle,Flowering Plants
142524,Cirsium mohavense,Mojave Thistle,Flowering Plants
143378,Cirsium murdockii,Murdock's Thistle,Flowering Plants
142607,Cirsium perplexans,Rocky Mountain Thistle,Flowering Plants
130152,Cirsium pitcheri,Dune Thistle,Flowering Plants
149012,Cirsium rhothophilum,Surf Thistle,Flowering Plants
130056,Cirsium vinaceum,Sacramento Mountains Thistle,Flowering Plants
146618,Cirsium virginense,Virgin Thistle,Flowering Plants
140269,Cirsium wrightii,Wright's Marsh Thistle,Flowering Plants
129416,Cistanthe pulchella,Mariposa Pussy-paws,Flowering Plants
128135,Cistanthe pygmaea,Pygmy Pussy-paws,Flowering Plants
127922,Clarkia australis,Small Southern Clarkia,Flowering Plants
159779,Clarkia franciscana,Presidio Clarkia,Flowering Plants
138502,Clarkia imbricata,Vine Hill Clarkia,Flowering Plants
130169,Clarkia jolonensis,Jolon Clarkia,Flowering Plants
157586,Clarkia lingulata,Merced Clarkia,Flowering Plants
158713,Clarkia mosquinii,Mosquin's Clarkia,Flowering Plants
147200,Clarkia rostrata,Beaked Clarkia,Flowering Plants
159320,Clarkia springvillensis,Springville Clarkia,Flowering Plants
160003,Clematis addisonii,Addison's Leatherflower,Flowering Plants
148859,Clematis morefieldii,Morefield's Leatherflower,Flowering Plants
137478,Clematis socialis,Alabama Leatherflower,Flowering Plants
134546,Clematis viticaulis,Millboro Leatherflower,Flowering Plants
161131,Cleome multicaulis,Many-stem Spider-flower,Flowering Plants
152210,Clinopodium chandleri,San Miguel Savory,Flowering Plants
141904,Clitoria fragrans,Sweet-scented Pigeonwings,Flowering Plants
140770,Collinsia corymbosa,Round-head Blue-eye Mary,Flowering Plants
152979,Collinsia multicolor,San Francisco Collinsia,Flowering Plants
128116,Collomia rawsoniana,Flaming Trumpet,Flowering Plants
131936,Collomia renacta,Barren Valley Collomia,Flowering Plants
154641,Colubrina cubensis,Cuban Snakewood,Flowering Plants
144017,Colubrina stricta,Comal Snakewood,Flowering Plants
152035,Conioselinum mexicanum,Mexican Hemlock-parsley,Flowering Plants
140528,Conradina etonia,Etonia Rosemary,Flowering Plants
159260,Conradina glabra,Apalachicola False Rosemary,Flowering Plants
148865,Conradina verticillata,Cumberland False Rosemary,Flowering Plants
134693,Corallorhiza bentleyi,Bentley's Coralroot,Flowering Plants
130663,Cordylanthus mollis,Soft Bird's-beak,Flowering Plants
149794,Cordylanthus nidularius,Procumbent Bird's-beak,Flowering Plants
153527,Cordylanthus palmatus,Palmate-bracted Bird's-beak,Flowering Plants
158897,Cordylanthus tecopensis,Tecopa Bird's-beak,Flowering Plants
828138,Coreopsis aristulata,Coreopsis aristulata,Flowering Plants
134415,Coreopsis hamiltonii,Mt. Hamilton Coreopsis,Flowering Plants
159754,Coreopsis integrifolia,Ciliate-leaf Tickseed,Flowering Plants
154439,Coreopsis pulchra,Woodland Tickseed,Flowering Plants
160832,Corispermum navicula,Boat-shaped Bugseed,Flowering Plants
151844,Coryphantha nickelsiae,Nickel's Coryphantha,Flowering Plants
136023,Coryphantha ramillosa,Bunched Cory Cactus,Flowering Plants
133933,Crassula viridis,Prickly-seed Pygmyweed,Flowering Plants
134232,Crataegus aemula,Rome Hawthorn,Flowering Plants
680708,Crataegus nananixonii,Nixon's Hawthorn,Flowering Plants
160367,Crataegus phippsii,Phipps' Hawthorn,Flowering Plants
135466,Crataegus triflora,Three-flowered Hawthorn,Flowering Plants
140426,Crataegus wootoniana,Wooton's Hawthorn,Flowering Plants
148066,Crotalaria avonensis,Avon Park Rabbit-bells,Flowering Plants
131786,Croton wigginsii,Wiggins' Croton,Flowering Plants
142595,Cryptantha atwoodii,Atwood's Cat's-eye,Flowering Plants
131810,Cryptantha compacta,Compact Cat's-eye,Flowering Plants
142438,Cryptantha crassipes,Terlingua Creek Cat's-eye,Flowering Plants
154904,Cryptantha creutzfeldtii,Creutzfeldt's Cat's-eye,Flowering Plants
133549,Cryptantha crinita,Silky Cryptantha,Flowering Plants
129529,Cryptantha excavata,Deep-scar Cryptantha,Flowering Plants
146233,Cryptantha incana,Tulare Cryptantha,Flowering Plants
157487,Cryptantha johnstonii,Johnston Catseye,Flowering Plants
143443,Cryptantha jonesiana,Jones' Cat's-eye,Flowering Plants
129528,Cryptantha leucophaea,Gray Cryptantha,Flowering Plants
154818,Cryptantha mariposae,Mariposa Cryptantha,Flowering Plants
129827,Cryptantha mirabunda,Wonderful Cat's-eye,Flowering Plants
144118,Cryptantha ochroleuca,Yellow-white Catseye,Flowering Plants
144420,Cryptantha osterhoutii,Osterhout's Cat's-eye,Flowering Plants
135035,Cryptantha roosiorum,Bristlecone Cryptantha,Flowering Plants
134692,Cryptantha semiglabra,Pipe Springs Cryptantha,Flowering Plants
155343,Cryptantha subcapitata,Owl Creek Miner's Candle,Flowering Plants
156976,Cryptantha traskiae,Trask's Cryptantha,Flowering Plants
139856,Ctenium floridanum,Florida Orange-grass,Flowering Plants
157219,Cucurbita okeechobeensis,Okeechobee Gourd,Flowering Plants
144873,Cuphea aspera,Tropical Waxweed,Flowering Plants
130068,Cuscuta attenuata,Taper-tip Dodder,Flowering Plants
155630,Cuscuta dentatasquamata,Los Pinitos Dodder,Flowering Plants
148128,Cuscuta harperi,Harper's Dodder,Flowering Plants
128439,Cuscuta mitriformis,Cochise Dodder,Flowering Plants
128775,Cuscuta odontolepis,Santa Rita Dodder,Flowering Plants
147527,Cuscuta warneri,Warner's Dodder,Flowering Plants
135985,Cusickiella quadricostata,Bodie Hills Cusickiella,Flowering Plants
132691,Cymopterus basalticus,Intermountain Wavewing,Flowering Plants
153885,Cymopterus beckii,Pinnate Spring-parsley,Flowering Plants
128365,Cymopterus deserticola,Desert Cymopterus,Flowering Plants
158933,Cymopterus goodrichii,Toiyabe Spring-parsley,Flowering Plants
151220,Cymopterus jonesii,Jones' Wavewing,Flowering Plants
153999,Cymopterus lapidosus,Talus Spring-parsley,Flowering Plants
142867,Cyperus hypopitys,Pine Flatsedge,Flowering Plants
133286,Cyperus onerosus,Dune Flatsedge,Flowering Plants
140045,Dalea adenopoda,Tampa Prairie-clover,Flowering Plants
160414,Dalea bartonii,Cox's Dalea,Flowering Plants
152027,Dalea cahaba,Dalea cahaba,Flowering Plants
158233,Dalea foliosa,Leafy Prairie-clover,Flowering Plants
140386,Dalea reverchonii,Comanche Peak Prairie-clover,Flowering Plants
142353,Dalea tentaculoides,Gentry's Indigobush,Flowering Plants
139820,Deeringothamnus pulchellus,Beautiful Pawpaw,Flowering Plants
134799,Deeringothamnus rugelii,Rugel's Pawpaw,Flowering Plants
138113,Deinandra bacigalupii,,Flowering Plants
143999,Delphinium alabamicum,Alabama Larkspur,Flowering Plants
159422,Delphinium bakeri,Baker's Larkspur,Flowering Plants
156960,Delphinium basalticum,Basaltic Larkspur,Flowering Plants
133587,Delphinium hutchinsoniae,Hutchinson's Larkspur,Flowering Plants
157718,Delphinium luteum,Yellow Larkspur,Flowering Plants
156456,Delphinium novomexicanum,White Mountain Larkspur,Flowering Plants
157158,Delphinium recurvatum,Byron Larkspur,Flowering Plants
145897,Delphinium robustum,Wahatoya Creek Larkspur,Flowering Plants
147393,Delphinium viridescens,Wenatchee Larkspur,Flowering Plants
1011264,Descurainia browniae,,Flowering Plants
821121,Descurainia kenheilii,,Flowering Plants
156766,Descurainia torulosa,Wyoming Tansy-mustard,Flowering Plants
129120,Desmodium ochroleucum,Cream Tick-trefoil,Flowering Plants
135619,Dicerandra christmanii,Yellow Scrub Balm,Flowering Plants
141499,Dicerandra cornutissima,Longspurred Mint,Flowering Plants
1013430,Dicerandra frutescens,Dicerandra frutescens,Flowering Plants
159688,Dicerandra immaculata,Lakela's Mint,Flowering Plants
1013429,Dicerandra modesta,Blushing Scrub Balm,Flowering Plants
161675,Dichanthelium hirstii,Hirsts' Panicgrass,Flowering Plants
160637,Digitaria floridana,Florida Crabgrass,Flowering Plants
131869,Digitaria gracillima,Longleaf Crabgrass,Flowering Plants
161755,Digitaria pauciflora,Two-spike Crabgrass,Flowering Plants
138737,Digitaria simpsonii,Isle-of-pines Crabgrass,Flowering Plants
159781,Dionaea muscipula,Venus' Flytrap,Flowering Plants
135068,Dirca occidentalis,Western Leatherwood,Flowering Plants
136828,Dissanthelium californicum,Catalina Grass,Flowering Plants
140552,Dithyrea maritima,Beach Spectacle-pod,Flowering Plants
150862,Dodecahema leptoceras,Slender-horned Spineflower,Flowering Plants
153712,Dodecatheon austrofrigidum,Southerly Frigid Shootingstar,Flowering Plants
128552,Draba arida,Desert Whitlow-grass,Flowering Plants
135656,Draba asterophora,Tahoe Whitlow-grass,Flowering Plants
150738,Draba brachystylis,Wasatch Draba,Flowering Plants
154362,Draba carnosula,Mt. Eddy Draba,Flowering Plants
141837,Draba exunguiculata,Clawless Draba,Flowering Plants
140145,Draba graminea,San Juan Whitlow-grass,Flowering Plants
140787,Draba grayana,Gray's Peak Whitlow-grass,Flowering Plants
793488,Draba inexpectata,Draba inexpectata,Flowering Plants
128553,Draba jaegeri,Jaeger's Whitlow-grass,Flowering Plants
155899,Draba kassii,Kass's Rockcress,Flowering Plants
821112,Draba malpighiacea,Draba malpighiacea,Flowering Plants
160922,Draba monoensis,White Mountains Draba,Flowering Plants
141968,Draba paucifructa,Charleston Draba,Flowering Plants
137161,Draba pennellii,Pennell's Draba,Flowering Plants
142063,Draba ramulosa,Tushar Mountain Whitlow-grass,Flowering Plants
135432,Draba sharsmithii,Mt. Whitney Draba,Flowering Plants
156679,Draba smithii,Smith's Whitlow-grass,Flowering Plants
157409,Draba sobolifera,Stolon Whitlow-grass,Flowering Plants
140775,Draba sphaeroides,Mountain Whitlow-grass,Flowering Plants
141838,Draba standleyi,Standley's Whitlow-grass,Flowering Plants
155787,Draba trichocarpa,Stanley Creek Whitlow-grass,Flowering Plants
150672,Draba weberi,Weber's Whitlow-grass,Flowering Plants
137954,Dudleya brevifolia,Shortleaf Dudleya,Flowering Plants
134347,Dudleya densiflora,San Gabriel Mountains Dudleya,Flowering Plants
145039,Dudleya gnoma,Munchkin Dudleya,Flowering Plants
135243,Dudleya multicaulis,Many-stem Dudleya,Flowering Plants
143428,Dudleya nesiotica,Santa Cruz Island Dudleya,Flowering Plants
137329,Dudleya setchellii,Santa Clara Valley Dudleya,Flowering Plants
144868,Dudleya stolonifera,Laguna Beach Dudleya,Flowering Plants
144125,Dudleya traskiae,Santa Barbara Island Dudleya,Flowering Plants
131714,Dudleya variegata,Variegated Dudleya,Flowering Plants
160573,Dudleya verityi,Verity's Dudleya,Flowering Plants
158214,Dudleya viscida,Sticky Dudleya,Flowering Plants
146429,Dyschoriste angusta,Pineland Dyschoriste,Flowering Plants
143250,Echeandia chandleri,Lila de los Llanos,Flowering Plants
155395,Echeandia texensis,,Flowering Plants
147692,Echinacea laevigata,Smooth Purple Coneflower,Flowering Plants
159601,Echinacea tennesseensis,Tennessee Coneflower,Flowering Plants
141351,Echinocereus chisoensis,Chisos Mountain Hedgehog Cactus,Flowering Plants
128018,Echinomastus mariposensis,Lloyd's Mariposa Cactus,Flowering Plants
133470,Eleocharis brachycarpa,Short-fruit Spikerush,Flowering Plants
134571,Eleocharis diandra,Wright's Spikerush,Flowering Plants
738719,Eleocharis torticulmis,Eleocharis torticulmis,Flowering Plants
149654,Elliottia racemosa,Georgia Plume,Flowering Plants
151849,Enceliopsis argophylla,Silverleaf Sunray,Flowering Plants
150267,Enceliopsis covillei,Panamint Daisy,Flowering Plants
138655,Epilobium nivium,Snow Mountain Willowherb,Flowering Plants
158466,Epilobium oreganum,Oregon Willowherb,Flowering Plants
137549,Eremogone aberrans,Mt. Dellenbaugh Sandwort,Flowering Plants
153995,Eremogone stenomeres,Meadow Valley Sandwort,Flowering Plants
141513,Eremogone ursina,Bear Valley Sandwort,Flowering Plants
904936,Eriastrum ertterae,,Flowering Plants
144080,Eriastrum luteum,Yellow-flower Woolstar,Flowering Plants
904939,Eriastrum rosamondense,,Flowering Plants
809630,Ericameria arizonica,Ericameria arizonica,Flowering Plants
149442,Ericameria compacta,Charleston Mountain Heath-goldenrod,Flowering Plants
140092,Ericameria crispa,Pine Valley Goldenbush,Flowering Plants
130124,Ericameria fasciculata,Eastwood's Goldenweed,Flowering Plants
152848,Ericameria gilmanii,Gilman Goldenweed,Flowering Plants
156862,Ericameria lignumviridis,Greenwood's Heath-goldenrod,Flowering Plants
147617,Erigeron abajoensis,Abajo Daisy,Flowering Plants
152096,Erigeron acomanus,Acoma Fleabane,Flowering Plants
129677,Erigeron anchana,Sierra Ancha Fleabane,Flowering Plants
130053,Erigeron arisolius,Arid Throne Fleabane,Flowering Plants
156390,Erigeron basalticus,Basalt Daisy,Flowering Plants
145980,Erigeron bistiensis,Bisti Fleabane,Flowering Plants
133593,Erigeron blochmaniae,Blochman's Leafy Daisy,Flowering Plants
154685,Erigeron cronquistii,Cronquist's Daisy,Flowering Plants
147154,Erigeron garrettii,Garrett's Daisy,Flowering Plants
155739,Erigeron goodrichii,Uinta Mountain Fleabane,Flowering Plants
142856,Erigeron heliographis,Heliograph Peak Fleabane,Flowering Plants
142858,Erigeron hessii,Hess' Fleabane,Flowering Plants
130050,Erigeron howellii,Howell's Fleabane,Flowering Plants
152781,Erigeron kachinensis,Kachina Daisy,Flowering Plants
129133,Erigeron kuschei,Chiricahua Fleabane,Flowering Plants
130616,Erigeron lemmonii,Lemmon's Fleabane,Flowering Plants
155795,Erigeron maguirei,Maguire's Daisy,Flowering Plants
156554,Erigeron mancus,La Sal Daisy,Flowering Plants
770665,Erigeron maniopotamicus,Erigeron maniopotamicus,Flowering Plants
132730,Erigeron multiceps,Kern River Fleabane,Flowering Plants
129338,Erigeron ovinus,Sheep Fleabane,Flowering Plants
128892,Erigeron parishii,Parish's Daisy,Flowering Plants
153121,Erigeron piscaticus,Fish Creek Fleabane,Flowering Plants
130052,Erigeron pringlei,Pringle's Fleabane,Flowering Plants
156750,Erigeron religiosus,Religious Daisy,Flowering Plants
143504,Erigeron rhizomatus,Rhizome Fleabane,Flowering Plants
155865,Erigeron sceptrifer,Scepter-bearing Fleabane,Flowering Plants
143712,Erigeron serpentinus,Serpentine Fleabane,Flowering Plants
155737,Erigeron sionis,Zion Daisy,Flowering Plants
132732,Erigeron sivinskii,Sivinski's Fleabane,Flowering Plants
146070,Erigeron subglaber,Hairless Fleabane,Flowering Plants
139052,Erigeron supplex,Supple Daisy,Flowering Plants
154246,Erigeron untermannii,Untermann's Daisy,Flowering Plants
145978,Erigeron wilkenii,Wilken's Fleabane,Flowering Plants
138837,Erigeron zothecinus,Alcove Daisy,Flowering Plants
152415,Eriocaulon koernickianum,Small-headed Pipewort,Flowering Plants
138338,Eriocaulon nigrobracteatum,Black-bract Pipewort,Flowering Plants
153142,Eriodictyon altissimum,Indian Knob Mountainbalm,Flowering Plants
128691,Eriodictyon capitatum,Lompoc Yerba Santa,Flowering Plants
136109,Eriogonum alpinum,Trinity Buckwheat,Flowering Plants
135543,Eriogonum anemophilum,Wind-loving Buckwheat,Flowering Plants
157703,Eriogonum aretioides,Widtsoe Buckwheat,Flowering Plants
141733,Eriogonum argophyllum,Ruby Valley Buckwheat,Flowering Plants
161694,Eriogonum brandegeei,Brandegee's Buckwheat,Flowering Plants
143008,Eriogonum butterworthianum,Butterworth's Buckwheat,Flowering Plants
818653,Eriogonum callistum,Eriogonum callistum,Flowering Plants
836576,Eriogonum cedrorum,Eriogonum cedrorum,Flowering Plants
135189,Eriogonum chrysops,Golden Buckwheat,Flowering Plants
722005,Eriogonum clavellatum,Comb Wash Buckwheat,Flowering Plants
134283,Eriogonum codium,Basalt Desert Buckwheat,Flowering Plants
154087,Eriogonum coloradense,Colorado Wild Buckwheat,Flowering Plants
157894,Eriogonum concinnum,Darin Buckwheat,Flowering Plants
141731,Eriogonum contiguum,Reveal's Buckwheat,Flowering Plants
135838,Eriogonum correllii,Correll's Buckwheat,Flowering Plants
149148,Eriogonum crocatum,Conejo Buckwheat,Flowering Plants
133848,Eriogonum cusickii,Cusick's Buckwheat,Flowering Plants
134388,Eriogonum darrovii,Darrow's Buckwheat,Flowering Plants
138475,Eriogonum diatomaceum,Churchill Narrows Buckwheat,Flowering Plants
135001,Eriogonum eastwoodianum,Eastwood's Buckwheat,Flowering Plants
137256,Eriogonum eremicola,Wildrose Canyon Buckwheat,Flowering Plants
156095,Eriogonum greggii,Gregg's Buckwheat,Flowering Plants
135004,Eriogonum gypsophilum,Gypsum Buckwheat,Flowering Plants
159504,Eriogonum hirtellum,Klamath Mountain Buckwheat,Flowering Plants
140771,Eriogonum holmgrenii,Holmgren's Buckwheat,Flowering Plants
133849,Eriogonum jonesii,Jones' Buckwheat,Flowering Plants
147373,Eriogonum kelloggii,Kellogg's Buckwheat,Flowering Plants
138298,Eriogonum meledonum,Guardian Buckwheat,Flowering Plants
155088,Eriogonum mensicola,Panamint Mountain Buckwheat,Flowering Plants
155390,Eriogonum mortonianum,Morton's Buckwheat,Flowering Plants
142826,Eriogonum nealleyi,Irion County Buckwheat,Flowering Plants
143009,Eriogonum nervulosum,Snow Mountain Buckwheat,Flowering Plants
138742,Eriogonum nortonii,Pinnacles Buckwheat,Flowering Plants
135003,Eriogonum ripleyi,Ripley's Buckwheat,Flowering Plants
157431,Eriogonum rixfordii,Pagoda Buckwheat,Flowering Plants
142833,Eriogonum robustum,Altered Andesite Buckwheat,Flowering Plants
157708,Eriogonum smithii,Smith's Buckwheat,Flowering Plants
135997,Eriogonum soredium,Frisco Buckwheat,Flowering Plants
738331,Eriogonum spectabile,Eriogonum spectabile,Flowering Plants
152428,Eriogonum suffruticosum,Bushy Buckwheat,Flowering Plants
135998,Eriogonum temblorense,Temblor Buckwheat,Flowering Plants
151598,Eriogonum tiehmii,Tiehm's Buckwheat,Flowering Plants
142379,Eriogonum truncatum,Mt. Diablo Buckwheat,Flowering Plants
137454,Eriogonum twisselmannii,Twisselmann's Buckwheat,Flowering Plants
838321,Eriogonum villosissimum,Eriogonum villosissimum,Flowering Plants
143082,Eriogonum viscidulum,Sticky Buckwheat,Flowering Plants
158068,Eriophyllum congdonii,Congdon's Eriophyllum,Flowering Plants
138202,Eriophyllum latilobum,San Mateo Woolly-sunflower,Flowering Plants
132833,Eriophyllum mohavense,Barstow Woolly-sunflower,Flowering Plants
154217,Eriophyllum nubigenum,Yosemite Woolly-sunflower,Flowering Plants
137390,Erodium macrophyllum,Largeleaf Filaree,Flowering Plants
161082,Errazurizia rotundata,Roundleaf Dunebroom,Flowering Plants
151261,Eryngium constancei,Loch Lomond Button-celery,Flowering Plants
146092,Eryngium cuneifolium,Wedgeleaf Button-snakeroot,Flowering Plants
965386,Eryngium jepsonii,,Flowering Plants
138302,Eryngium pinnatisectum,Tuolumne Coyote-thistle,Flowering Plants
151064,Eryngium racemosum,Delta Coyote-thistle,Flowering Plants
158020,Eryngium sparganophyllum,Arizona Eryngo,Flowering Plants
149604,Eryngium spinosepalum,Spiny Sepaled Coyote-thistle,Flowering Plants
140369,Erysimum ammophilum,Coast Wallflower,Flowering Plants
142503,Erysimum teretifolium,Santa Cruz Wallflower,Flowering Plants
894623,Erythranthe hardhamiae,Erythranthe hardhamiae,Flowering Plants
964531,Erythranthe marmorata,,Flowering Plants
1004789,Erythranthe percaulis,,Flowering Plants
894626,Erythranthe rhodopetra,Erythranthe rhodopetra,Flowering Plants
129526,Erythronium elegans,Coast Range Fawnlily,Flowering Plants
129316,Erythronium pluriflorum,Shuteye Peak Fawnlily,Flowering Plants
130535,Erythronium propullans,Minnesota Trout-lily,Flowering Plants
637297,Erythronium quinaultense,,Flowering Plants
952546,Erythronium shastense,Erythronium shastense,Flowering Plants
145433,Erythronium taylorii,Taylor's Fawnlily,Flowering Plants
160447,Erythronium tuolumnense,Tuolumne Fawnlily,Flowering Plants
148584,Eschscholzia rhombipetala,Diamond-petal California Poppy,Flowering Plants
155324,Escobaria albicolumnaria,White Column,Flowering Plants
144797,Escobaria guadalupensis,Guadalupe Pincushion Cactus,Flowering Plants
142884,Escobaria hesteri,Hester's Cory Cactus,Flowering Plants
129850,Escobaria minima,Nellie Cory Cactus,Flowering Plants
129174,Escobaria organensis,Organ Mountain Foxtail Cactus,Flowering Plants
158625,Escobaria robbinsiorum,Cochise Pincushion Cactus,Flowering Plants
152897,Escobaria sandbergii,San Andres Mountain Foxtail Cactus,Flowering Plants
154020,Eupatorium anomalum,Florida Thoroughwort,Flowering Plants
129492,Eupatorium bigelovii,Bigelow's Thoroughwort,Flowering Plants
129258,Eupatorium frustratum,Cape Sable Thoroughwort,Flowering Plants
1048019,Euphorbia georgiana,Georgia Spurge,Flowering Plants
885408,Euphorbia jaegeri,Euphorbia jaegeri,Flowering Plants
152922,Euphorbia nephradenia,Paria Spurge,Flowering Plants
139284,Euphorbia pinetorum,Pineland Poinsettia,Flowering Plants
734624,Euphorbia rosescens,Euphorbia rosescens,Flowering Plants
139231,Euphorbia telephioides,Telephus Spurge,Flowering Plants
134134,Euphorbia trichotoma,Sand-dune Spurge,Flowering Plants
149486,Eurybia chapmanii,Chapman's Aster,Flowering Plants
134555,Eurybia saxicastellii,Rockcastle Wood-aster,Flowering Plants
140308,Eurybia spinulosa,Pinewoods Aster,Flowering Plants
158258,Eustachys floridana,Two-spike Finger Grass,Flowering Plants
137410,Eutrema penlandii,Penland's Alpine Fen Mustard,Flowering Plants
132460,Evolvulus grisebachii,Grisebach's False Morning-glory,Flowering Plants
156668,Eysenhardtia spinosa,Spiny Kidneywood,Flowering Plants
133670,Festuca ligulata,Guadalupe Fescue,Flowering Plants
138224,Filipendula occidentalis,Queen-of-the-Forest,Flowering Plants
137693,Fimbristylis brevivaginata,Glade Fimbry,Flowering Plants
148054,Fimbristylis perpusilla,Harper's Fimbry,Flowering Plants
161280,Flaveria mcdougallii,Grand Canyon Flaveria,Flowering Plants
149792,Forestiera godfreyi,Godfrey's Swamp-privet,Flowering Plants
136431,Frasera coloradensis,Colorado Gentian,Flowering Plants
150536,Frasera gypsicola,Sunnyside Green-gentian,Flowering Plants
153934,Fraxinus papillosa,Chihuahua Ash,Flowering Plants
141870,Fremontodendron decumbens,Pine Hill Flannelbush,Flowering Plants
148726,Fremontodendron mexicanum,Mexican Flannelbush,Flowering Plants
144329,Fritillaria brandegeei,Greenhorn Fritillary,Flowering Plants
159312,Fritillaria falcata,Talus Fritillary,Flowering Plants
158328,Fritillaria gentneri,Gentner's Fritillary,Flowering Plants
135411,Fritillaria liliacea,Fragrant Fritillary,Flowering Plants
154873,Fritillaria ojaiensis,Ojai Fritillary,Flowering Plants
154350,Fritillaria pluriflora,Adobe Lily,Flowering Plants
143970,Fritillaria striata,Striped Adobe Lily,Flowering Plants
145118,Fritillaria viridea,San Benito Fritillary,Flowering Plants
139515,Fryxellia pygmaea,Fryxell's Pygmy Mallow,Flowering Plants
141880,Gaillardia flava,Yellow Blanket-flower,Flowering Plants
821468,Galactia watsoniana,Galactia watsoniana,Flowering Plants
153106,Galeandra bicarinata,Two-Keeled Hooded Orchid,Flowering Plants
152560,Galium buxifolium,Island Bedstraw,Flowering Plants
142617,Galium clementis,Santa Lucia Bedstraw,Flowering Plants
155399,Galium correllii,Cliff Bedstraw,Flowering Plants
133375,Galium grande,San Gabriel Bedstraw,Flowering Plants
796950,Gaylussacia orocola,Gaylussacia orocola,Flowering Plants
144173,Genistidium dumosum,Brush-pea,Flowering Plants
136511,Gentiana plurisetosa,Bristly Gentian,Flowering Plants
153837,Gentiana setigera,Elegant Gentian,Flowering Plants
134046,Gentianella wislizeni,Chiricahua Gentian,Flowering Plants
153730,Geocarpon minimum,Tiny Tim,Flowering Plants
141196,Geum geniculatum,Bent Avens,Flowering Plants
146728,Geum peckii,Mountain Avens,Flowering Plants
129612,Geum radiatum,Spreading Avens,Flowering Plants
156590,Gilia caespitosa,Wonderland Alice-flower,Flowering Plants
135541,Gilia formosa,Aztec Gilia,Flowering Plants
1044114,Gilia karenae,Karen's Gilia,Flowering Plants
134764,Gilia maculata,Little San Bernardino Mountains Gilia,Flowering Plants
127864,Gilia millefoliata,Dark-eyed Gilia,Flowering Plants
130087,Gilia sedifolia,Stonecrop Gily-flower,Flowering Plants
130996,Gilia tenuis,Mussentuchit Gilia,Flowering Plants
149363,Gilia yorkii,Boyden Cave Gily-flower,Flowering Plants
128529,Gilmania luteola,Golden Carpet,Flowering Plants
142447,Githopsis tenella,Tube-flower Bluecup,Flowering Plants
137946,Glandularia chiricahensis,Chiricahua Vervain,Flowering Plants
137467,Glandularia tampensis,Tampa Vervain,Flowering Plants
146617,Glaucocarpum suffrutescens,Toad-flax Cress,Flowering Plants
159727,Glossopetalon clokeyi,Clokey's Greasebush,Flowering Plants
137086,Glossopetalon pungens,Pacific Greasebush,Flowering Plants
145002,Glossopetalon texense,Texas Grease Bush,Flowering Plants
134632,Glyceria nubigena,Smoky Mountains Mannagrass,Flowering Plants
129926,Gratiola heterosepala,Boggs Lake Hedge-hyssop,Flowering Plants
148416,Grindelia acutifolia,Sharp-leaf Gumweed,Flowering Plants
144681,Grindelia fraxinipratensis,Ash Meadows Gumweed,Flowering Plants
155236,Grindelia oolepis,Plains Gumweed,Flowering Plants
139929,Guajacum sanctum,Holywood Lignumvitae,Flowering Plants
821145,Gutierrezia elegans,Gutierrezia elegans,Flowering Plants
150788,Hackelia besseyi,Bessey's Stickseed,Flowering Plants
150228,Hackelia gracilenta,Colorado Stickseed,Flowering Plants
159243,Hackelia ibapensis,Deep Creek Stickseed,Flowering Plants
149579,Hackelia sharsmithii,Sharsmith's Stickseed,Flowering Plants
128463,Hackelia venusta,Showy Stickseed,Flowering Plants
732412,Harmonia guggolziorum,,Flowering Plants
154865,Harperocallis flava,Harper's Beauty,Flowering Plants
145310,Harrisia aboriginum,Aboriginal Prickly-apple,Flowering Plants
140375,Harrisia fragrans,Fragrant Prickly-apple,Flowering Plants
161545,Harrisia simpsonii,Simpson's Prickly-apple,Flowering Plants
130534,Hartwrightia floridana,Florida Hartwrightia,Flowering Plants
156275,Hasteola robertiorum,Hammockherb,Flowering Plants
144619,Hazardia cana,San Clemente Island Hazardia,Flowering Plants
154810,Hazardia orcuttii,Orcutt's Hazardia,Flowering Plants
137291,Hedeoma pulcherrima,White Mountain False Pennyroyal,Flowering Plants
156973,Hedeoma todsenii,Todsen's False Pennyroyal,Flowering Plants
156955,Hedyotis butterwickiae,Mary's Bluet,Flowering Plants
134817,Helenium virginicum,Virginia Sneezeweed,Flowering Plants
148637,Helianthella castanea,Diablo Rockrose,Flowering Plants
130577,Helianthemum greenei,Island Rushrose,Flowering Plants
148293,Helianthus carnosus,Lakeside Sunflower,Flowering Plants
858270,Helianthus inexpectatus,Helianthus inexpectatus,Flowering Plants
139880,Helianthus paradoxus,Pecos Sunflower,Flowering Plants
149675,Helianthus schweinitzii,Schweinitz's Sunflower,Flowering Plants
931235,Helianthus winteri,Helianthus winteri,Flowering Plants
141852,Heliomeris soliceps,Paria Sunflower,Flowering Plants
151923,Helonias bullata,Swamp-pink,Flowering Plants
158156,Hemizonia arida,Red Rock Tarplant,Flowering Plants
138990,Hemizonia conjugens,Otay Tarweed,Flowering Plants
159305,Hemizonia floribunda,Tecate Tarweed,Flowering Plants
138555,Hemizonia halliana,Hall's Tarweed,Flowering Plants
138357,Hemizonia minthornii,Santa Susana Tarweed,Flowering Plants
