SpeciesCode,HUCID
LithobatesKauffeldi,0208010802
LithobatesKauffeldi,0208011106
LithobatesKauffeldi,0208011108
LithobatesKauffeldi,0208011109
LithobatesKauffeldi,0208020601
LithobatesKauffeldi,0208020602
LithobatesKauffeldi,0208020603
LithobatesKauffeldi,0208020604
LithobatesKauffeldi,0208020605
LithobatesKauffeldi,0208020606
LithobatesKauffeldi,0208020607
LithobatesKauffeldi,0208020608
LithobatesKauffeldi,0208020609
LithobatesKauffeldi,0204030304
LithobatesKauffeldi,0205030616
LithobatesKauffeldi,0206000100
LithobatesKauffeldi,0206000201
LithobatesKauffeldi,0206000205
LithobatesKauffeldi,0206000206
LithobatesKauffeldi,0206000301
LithobatesKauffeldi,0206000302
LithobatesKauffeldi,0206000303
LithobatesKauffeldi,0206000305
LithobatesKauffeldi,0206000306
LithobatesKauffeldi,0206000307
LithobatesKauffeldi,0206000308
LithobatesKauffeldi,0206000309
LithobatesKauffeldi,0206000310
LithobatesKauffeldi,0206000311
LithobatesKauffeldi,0206000312
LithobatesKauffeldi,0206000401
LithobatesKauffeldi,0206000402
LithobatesKauffeldi,0206000403
LithobatesKauffeldi,0206000404
LithobatesKauffeldi,0206000501
LithobatesKauffeldi,0206000503
LithobatesKauffeldi,0206000504
LithobatesKauffeldi,0206000505
LithobatesKauffeldi,0206000506
LithobatesKauffeldi,0206000601
LithobatesKauffeldi,0206000602
LithobatesKauffeldi,0206000603
LithobatesKauffeldi,0206000604
LithobatesKauffeldi,0206000605
LithobatesKauffeldi,0206000606
LithobatesKauffeldi,0207001103
LithobatesKauffeldi,0207001104
LithobatesKauffeldi,0207001105
LithobatesKauffeldi,0207001107
LithobatesKauffeldi,0207001109
LithobatesKauffeldi,0208011001
LithobatesKauffeldi,0208011002
LithobatesKauffeldi,0208011004
LithobatesKauffeldi,0208011005
LithobatesKauffeldi,0208011101
LithobatesKauffeldi,0208011103
LithobatesKauffeldi,0204030303
LithobatesKauffeldi,0206000203
LithobatesKauffeldi,0208010903
LithobatesKauffeldi,0208010905
LithobatesKauffeldi,0208011003
LithobatesKauffeldi,0208011102
LithobatesKauffeldi,0206000304
LithobatesKauffeldi,0206000202
LithobatesKauffeldi,0204030305
LithobatesKauffeldi,0207001101
LithobatesKauffeldi,0207001108
LithobatesKauffeldi,0207001110
LithobatesKauffeldi,0208010100
LithobatesKauffeldi,0208011006
LithobatesKauffeldi,0208011104
LithobatesKauffeldi,0208011105
LithobatesKauffeldi,0208011107
LithobatesKauffeldi,0208020801
LithobatesKauffeldi,0208020802
LithobatesKauffeldi,0208020803
LithobatesKauffeldi,0301020101
LithobatesKauffeldi,0301020102
LithobatesKauffeldi,0301020103
LithobatesKauffeldi,0301020104
LithobatesKauffeldi,0301020105
LithobatesKauffeldi,0301020106
LithobatesKauffeldi,0301020107
LithobatesKauffeldi,0301020108
LithobatesKauffeldi,0301020109
LithobatesKauffeldi,0301020110
LithobatesKauffeldi,0301020111
LithobatesKauffeldi,0301020201
LithobatesKauffeldi,0301020202
LithobatesKauffeldi,0301020203
LithobatesKauffeldi,0301020204
LithobatesKauffeldi,0301020401
LithobatesKauffeldi,0301020402
LithobatesKauffeldi,0301020403
LithobatesKauffeldi,0301020404
LithobatesKauffeldi,0301020405
LithobatesKauffeldi,0301020406
LithobatesKauffeldi,0207001102
LithobatesKauffeldi,0207001106
LithobatesKauffeldi,0301020112
LithobatesKauffeldi,0301020205
LithobatesKauffeldi,0301020301
LithobatesKauffeldi,0301020407
LithobatesKauffeldi,0301010701
LithobatesKauffeldi,0301010702
LithobatesKauffeldi,0301010703
LithobatesKauffeldi,0301010704
LithobatesKauffeldi,0301010705
LithobatesKauffeldi,0301010706
LithobatesKauffeldi,0301010707
LithobatesKauffeldi,0301010708
LithobatesKauffeldi,0301010709
LithobatesKauffeldi,0301020302
LithobatesKauffeldi,0301020303
LithobatesKauffeldi,0301020304
LithobatesKauffeldi,0301020305
LithobatesKauffeldi,0301020306
LithobatesKauffeldi,0301020307
LithobatesKauffeldi,0301020408
LithobatesKauffeldi,0301020501
LithobatesKauffeldi,0301020502
LithobatesKauffeldi,0301020503
LithobatesKauffeldi,0301020504
LithobatesKauffeldi,0301020505
LithobatesKauffeldi,0301020507
LithobatesKauffeldi,0301020508
LithobatesKauffeldi,0301020509
LithobatesKauffeldi,0301020510
LithobatesKauffeldi,0301020514
LithobatesKauffeldi,0301020515
LithobatesKauffeldi,0205030612
LithobatesKauffeldi,0204010410
LithobatesKauffeldi,0110000502
LithobatesKauffeldi,0301020516
LithobatesKauffeldi,0301020517
LithobatesKauffeldi,0302010301
LithobatesKauffeldi,0302010302
LithobatesKauffeldi,0302010303
LithobatesKauffeldi,0302010304
LithobatesKauffeldi,0302010305
LithobatesKauffeldi,0302010306
LithobatesKauffeldi,0302010401
LithobatesKauffeldi,0302010402
LithobatesKauffeldi,0302010403
LithobatesKauffeldi,0302010404
LithobatesKauffeldi,0302010405
LithobatesKauffeldi,0302010406
LithobatesKauffeldi,0302010407
LithobatesKauffeldi,0203010504
LithobatesKauffeldi,0204020201
LithobatesKauffeldi,0302010501
LithobatesKauffeldi,0302010502
LithobatesKauffeldi,0302010503
LithobatesKauffeldi,0302010504
LithobatesKauffeldi,0302020201
LithobatesKauffeldi,0302020202
LithobatesKauffeldi,0302020203
LithobatesKauffeldi,0302020204
LithobatesKauffeldi,0302020205
LithobatesKauffeldi,0302020206
LithobatesKauffeldi,0302020401
LithobatesKauffeldi,0302020402
LithobatesKauffeldi,0302020403
LithobatesKauffeldi,0302020404
LithobatesKauffeldi,0302020405
LithobatesKauffeldi,0302020406
LithobatesKauffeldi,0302020407
LithobatesKauffeldi,0302020408
LithobatesKauffeldi,0302020409
LithobatesKauffeldi,0302030101
LithobatesKauffeldi,0302030102
LithobatesKauffeldi,0302030103
LithobatesKauffeldi,0302030104
LithobatesKauffeldi,0302030105
LithobatesKauffeldi,0302030106
LithobatesKauffeldi,0302030107
LithobatesKauffeldi,0301020409
LithobatesKauffeldi,0109000502
LithobatesKauffeldi,0109000504
LithobatesKauffeldi,0301020506
LithobatesKauffeldi,0301020511
LithobatesKauffeldi,0301020512
LithobatesKauffeldi,0301020513
LithobatesKauffeldi,0202000701
LithobatesKauffeldi,0203010303
LithobatesKauffeldi,0203010304
LithobatesKauffeldi,0203010305
LithobatesKauffeldi,0203010306
LithobatesKauffeldi,0203010307
LithobatesKauffeldi,0203010308
LithobatesKauffeldi,0203010401
LithobatesKauffeldi,0203010403
LithobatesKauffeldi,0203010404
LithobatesKauffeldi,0203010501
LithobatesKauffeldi,0203010502
LithobatesKauffeldi,0203010503
LithobatesKauffeldi,0203010505
LithobatesKauffeldi,0204010501
LithobatesKauffeldi,0204010502
LithobatesKauffeldi,0204010504
LithobatesKauffeldi,0204010505
LithobatesKauffeldi,0204010508
LithobatesKauffeldi,0204020101
LithobatesKauffeldi,0204020202
LithobatesKauffeldi,0204020601
LithobatesKauffeldi,0204020602
LithobatesKauffeldi,0204020603
LithobatesKauffeldi,0204020604
LithobatesKauffeldi,0204020605
LithobatesKauffeldi,0204020606
LithobatesKauffeldi,0204020607
LithobatesKauffeldi,0204030101
LithobatesKauffeldi,0204030102
LithobatesKauffeldi,0204030103
LithobatesKauffeldi,0204030104
LithobatesKauffeldi,0204030105
LithobatesKauffeldi,0204030106
LithobatesKauffeldi,0204030107
LithobatesKauffeldi,0204030108
LithobatesKauffeldi,0204030201
LithobatesKauffeldi,0204030202
LithobatesKauffeldi,0204030203
LithobatesKauffeldi,0204030204
LithobatesKauffeldi,0204030205
LithobatesKauffeldi,0202000702
LithobatesKauffeldi,0203010301
LithobatesKauffeldi,0203010302
LithobatesKauffeldi,0203010309
LithobatesKauffeldi,0203010402
LithobatesKauffeldi,0204010403
LithobatesKauffeldi,0204010405
LithobatesKauffeldi,0204010407
LithobatesKauffeldi,0204010509
LithobatesKauffeldi,0204020104
LithobatesKauffeldi,0204020204
LithobatesKauffeldi,0108020502
LithobatesKauffeldi,0108020503
LithobatesKauffeldi,0108020504
LithobatesKauffeldi,0108020505
LithobatesKauffeldi,0108020506
LithobatesKauffeldi,0108020507
LithobatesKauffeldi,0108020508
LithobatesKauffeldi,0108020509
LithobatesKauffeldi,0108020701
LithobatesKauffeldi,0108020704
LithobatesKauffeldi,0108020705
LithobatesKauffeldi,0108020706
LithobatesKauffeldi,0110000104
LithobatesKauffeldi,0110000106
LithobatesKauffeldi,0110000107
LithobatesKauffeldi,0110000201
LithobatesKauffeldi,0110000202
LithobatesKauffeldi,0110000203
LithobatesKauffeldi,0110000301
LithobatesKauffeldi,0110000302
LithobatesKauffeldi,0110000303
LithobatesKauffeldi,0110000401
LithobatesKauffeldi,0110000402
LithobatesKauffeldi,0110000403
LithobatesKauffeldi,0110000503
LithobatesKauffeldi,0110000507
LithobatesKauffeldi,0110000508
LithobatesKauffeldi,0110000509
LithobatesKauffeldi,0110000510
LithobatesKauffeldi,0110000511
LithobatesKauffeldi,0110000512
LithobatesKauffeldi,0110000513
LithobatesKauffeldi,0110000601
LithobatesKauffeldi,0110000602
LithobatesKauffeldi,0110000603
LithobatesKauffeldi,0108020702
LithobatesKauffeldi,0108020703
LithobatesKauffeldi,0110000101
LithobatesKauffeldi,0110000103
LithobatesKauffeldi,0110000504
LithobatesKauffeldi,0110000506
LithobatesKauffeldi,0110000604
LithobatesKauffeldi,0203010103
LithobatesKauffeldi,0203020300
LithobatesKauffeldi,0109000501
LithobatesKauffeldi,0109000503
LithobatesKauffeldi,0110000105
LithobatesKauffeldi,0204020506
LithobatesKauffeldi,0204020507
LithobatesKauffeldi,0204020508
LithobatesKauffeldi,0204020701
LithobatesKauffeldi,0204020702
LithobatesKauffeldi,0204020703
LithobatesKauffeldi,0204020704
LithobatesKauffeldi,0204020705
LithobatesKauffeldi,0204020706
LithobatesKauffeldi,0204030301
LithobatesKauffeldi,0204030302
LithobatesKauffeldi,0208010901
LithobatesKauffeldi,0204020505
LithobatesKauffeldi,0206000204
LithobatesKauffeldi,0206000502
LithobatesKauffeldi,0208010902
