ELEMENT_GLOBAL_ID,cutecode,Scientific Name,Common Name,Taxonomic Group
140419,pyrrliat,Pyrrocoma liatriformis,Palouse Goldenweed,Flowering Plants
129701,queracer,Quercus acerifolia,Mapleleaf Oak,Flowering Plants
152275,querboyn,Quercus boyntonii,Boynton's Sand Post Oak,Flowering Plants
151808,quercarm,Quercus carmenensis,Mexican Oak,Flowering Plants
147874,quergrac,Quercus graciliformis,Slender Oak,Flowering Plants
152274,querhinc,Quercus hinckleyi,Hinckley's Oak,Flowering Plants
129171,quertard,Quercus tardifolia,Chisos Mountains Oak,Flowering Plants
153929,railprin,Raillardella pringlei,Showy Raillardella,Flowering Plants
155574,railmuir,Raillardiopsis muirii,Muir's Raillardiopsis,Flowering Plants
144911,ranuaest,Ranunculus aestivalis,Autumn Buttercup,Flowering Plants
148643,ranuaust,Ranunculus austrooreganus,Southern Oregon Buttercup,Flowering Plants
134992,ranucolo,Ranunculus coloradensis,Colorado Buttercup,Flowering Plants
153109,rhexparv,Rhexia parviflora,Small-flower Meadowbeauty,Flowering Plants
147216,rhexsali,Rhexia salicifolia,Panhandle Meadowbeauty,Flowering Plants
131552,rhodchap,Rhododendron chapmanii,Chapman's Rhododendron,Flowering Plants
148771,rhusmich,Rhus michauxii,Michaux's Sumac,Flowering Plants
134279,rhyncali,Rhynchospora californica,California Beakrush,Flowering Plants
157416,rhyncrin,Rhynchospora crinipes,Hairy-peduncled Beakrush,Flowering Plants
134727,rhynknie,Rhynchospora knieskernii,Knieskern's Beaksedge,Flowering Plants
150439,rhynmega,Rhynchospora megaplumosa,,Flowering Plants
150212,rhynplei,Rhynchospora pleiantha,Brown Beakrush,Flowering Plants
133731,rhynpunc,Rhynchospora punctata,Dotted Beakrush,Flowering Plants
157762,rhynsoli,Rhynchospora solitaria,One-spike Beakrush,Flowering Plants
130903,ribecant,Ribes canthariforme,Moreno Currant,Flowering Plants
159888,ribeechi,Ribes echinellum,Miccosukee Gooseberry,Flowering Plants
156481,ribetula,Ribes tularense,Sequoia Gooseberry,Flowering Plants
137136,ribevibu,Ribes viburnifolium,Santa Catalina Island Currant,Flowering Plants
146000,rorigamb,Rorippa gambelii,Gambel's Watercress,Flowering Plants
152936,roriramo,Rorippa ramosa,Durango Yellowcress,Flowering Plants
153949,rorisubu,Rorippa subumbellata,Tahoe Yellowcress,Flowering Plants
160116,royselat,Roystonea elata,Florida Royal Palm,Flowering Plants
128609,rububart,Rubus bartonianus,Barton's Blackberry,Flowering Plants
146170,rubudens,Rubus densissimus,Morgantown Blackberry,Flowering Plants
142194,rubuhanc,Rubus hancinianus,Salina Dewberry,Flowering Plants
133330,rubuimpa,Rubus impar,Posey County Blackberry,Flowering Plants
128060,rubunige,Rubus nigerrimus,Northwestern Blackberry,Flowering Plants
131830,rubunovo,Rubus novocaesarius,Tuckahoe Dewberry,Flowering Plants
143162,rudbauri,Rudbeckia auriculata,Eared Coneflower,Flowering Plants
153976,rudbheli,Rudbeckia heliopsidis,Sun-facing Coneflower,Flowering Plants
139005,rupehall,Rupertia hallii,Hall's Rupertia,Flowering Plants
790426,sabaarka,Sabatia arkansana,Sabatia arkansana,Flowering Plants
133642,sabacapi,Sabatia capitata,Appalachian Rose-gentian,Flowering Plants
132399,sachpoly,Sachsia polycephala,Bahama Sachsia,Flowering Plants
146599,sagiambi,Sagittaria ambigua,Kansas Arrowhead,Flowering Plants
138698,sagifasc,Sagittaria fasciculata,Bunched Arrowhead,Flowering Plants
146562,sagisecu,Sagittaria secundifolia,Little River Arrowhead,Flowering Plants
142880,saliariz,Salix arizonica,Arizona Willow,Flowering Plants
137381,saliflor,Salix floridana,Florida Willow,Flowering Plants
134326,salvamis,Salvia amissa,Catalina Mountain Sage,Flowering Plants
135735,salvbran,Salvia brandegeei,Brandegee's Sage,Flowering Plants
157793,salvdavi,Salvia davidsonii,Davidson's Sage,Flowering Plants
135830,salvgrea,Salvia greatae,Orocopia Sage,Flowering Plants
134863,salvpens,Salvia penstemonoides,Big Red Sage,Flowering Plants
142961,sanimari,Sanicula maritima,Adobe Sanicle,Flowering Plants
150660,sanisaxa,Sanicula saxatilis,Rock Sanicle,Flowering Plants
141421,sarroreo,Sarracenia oreophila,Green Pitcherplant,Flowering Plants
154379,sauswebe,Saussurea weberi,Weber's Saw-wort,Flowering Plants
131819,schinive,Schizachyrium niveum,Scrub Bluestem,Flowering Plants
136783,schiseri,Schizachyrium sericatum,Silky Bluestem,Flowering Plants
129144,schoargi,Schoenocrambe argillacea,Clay Reed-mustard,Flowering Plants
131256,schobarn,Schoenocrambe barnebyi,Syes Butte Plains-mustard,Flowering Plants
140335,schohall,Schoenoplectus hallii,Hall's Bulrush,Flowering Plants
144235,schwamer,Schwalbea americana,Chaffseed,Flowering Plants
150401,sciranci,Scirpus ancistrochaetus,Northeastern Bulrush,Flowering Plants
132746,scirflac,Scirpus flaccidifolius,Reclining Bulrush,Flowering Plants
142877,scirlong,Scirpus longii,Long's Bulrush,Flowering Plants
161086,sclebrev,Sclerocactus brevispinus,Pariette Cactus,Flowering Plants
832412,scleglau,Sclerocactus glaucus,Colorado Hookless Cactus,Flowering Plants
134012,sclemesa,Sclerocactus mesae-verdae,Mesa Verde Cactus,Flowering Plants
155632,sclesile,Sclerocactus sileri,Siler's Fishhook Cactus,Flowering Plants
131675,sclespin,Sclerocactus spinosior,Desert Valley Fishhook Cactus,Flowering Plants
817003,sclewetl,Sclerocactus wetlandicus,Uinta Basin Hookless Cactus,Flowering Plants
131749,sclewhip,Sclerocactus whipplei,Whipple's Fishhook Cactus,Flowering Plants
144121,sclewrig,Sclerocactus wrightiae,Wright's Fishhook Cactus,Flowering Plants
141740,scroatra,Scrophularia atrata,Black-flower Figwort,Flowering Plants
137315,scrolaev,Scrophularia laevis,Smooth Figwort,Flowering Plants
150971,scromacr,Scrophularia macrantha,Mimbres Figwort,Flowering Plants
134941,scutalab,Scutellaria alabamensis,Alabama Skullcap,Flowering Plants
159048,scutalta,Scutellaria altamaha,Pineland Skullcap,Flowering Plants
139891,scutflor,Scutellaria floridana,Florida Skullcap,Flowering Plants
138306,scutglab,Scutellaria glabriuscula,Georgia Skullcap,Flowering Plants
158544,scutlaev,Scutellaria laevis,Smooth-stem Skullcap,Flowering Plants
159616,scutmont,Scutellaria montana,Large-flower Skullcap,Flowering Plants
141673,scutocmu,Scutellaria ocmulgee,Ocmulgee Skullcap,Flowering Plants
134476,sedeleio,Sedella leiocarpa,Lake County Mock Stonecrop,Flowering Plants
142701,sedualbo,Sedum albomarginatum,Feather River Stonecrop,Flowering Plants
947367,seducitr,Sedum citrinum,Sedum citrinum,Flowering Plants
156031,sedueast,Sedum eastwoodiae,Red Mountain Stonecrop,Flowering Plants
155548,seduhava,Sedum havardii,Havard's Stonecrop,Flowering Plants
141573,sedumora,Sedum moranii,Rogue River Stonecrop,Flowering Plants
136209,selimalo,Selinocarpus maloneanus,Malone Mountains Moonpod,Flowering Plants
158854,seneertt,Senecio ertterae,Ertter's Ragwort,Flowering Plants
147879,senemusi,Senecio musiniensis,Musinea Ragwort,Flowering Plants
151428,senepatt,Senecio pattersonensis,Mono Ragwort,Flowering Plants
146297,sennorcu,Senna orcuttii,Orcutt's Senna,Flowering Plants
149716,sennripl,Senna ripleyana,Ripley's Senna,Flowering Plants
142991,sibafili,Sibara filifolia,Santa Cruz Island Rockcress,Flowering Plants
157511,sibahamm,Sibaropsis hammittii,Hammitt's Clay-cress,Flowering Plants
128285,sidacovi,Sidalcea covillei,Owens Valley Checker-mallow,Flowering Plants
147742,sidahirt,Sidalcea hirtipes,Bristly-stem Sidalcea,Flowering Plants
161316,sidakeck,Sidalcea keckii,Keck's Checker-mallow,Flowering Plants
135057,sidanels,Sidalcea nelsoniana,Nelson's Sidalcea,Flowering Plants
151180,sidapeda,Sidalcea pedata,Pedate Checker-mallow,Flowering Plants
148954,sidarobu,Sidalcea robusta,Butte County Checker-mallow,Flowering Plants
152327,sidastip,Sidalcea stipularis,Scadden Flat Checkerbloom,Flowering Plants
146807,sidealac,Sideroxylon alachuense,Alachua Sink Buckthorn,Flowering Plants
152454,silemarm,Silene marmorensis,Somes Bar Campion,Flowering Plants
144948,silenach,Silene nachlingerae,Jan's Catchfly,Flowering Plants
155115,sileplan,Silene plankii,Plank's Catchfly,Flowering Plants
131455,silepoly,Silene polypetala,Fringed Campion,Flowering Plants
128134,silerect,Silene rectiramea,Grand Canyon Catchfly,Flowering Plants
132941,silespal,Silene spaldingii,Spalding's Campion,Flowering Plants
149025,silewrig,Silene wrightii,Wright's Catchfly,Flowering Plants
128884,silpglut,Silphium glutinosum,Silphium glutinosum,Flowering Plants
680082,silpperp,Silphium perplexum,Silphium perplexum,Flowering Plants
131951,sisydich,Sisyrinchium dichotomum,Reflexed Blue-eyed-grass,Flowering Plants
132909,sisyfune,Sisyrinchium funereum,Funeral Mountain Blue-eyed-grass,Flowering Plants
133239,sisyhitc,Sisyrinchium hitchcockii,Hitchcock's Blue-eyed-grass,Flowering Plants
151762,sisysarm,Sisyrinchium sarmentosum,Pale Blue-eyed-grass,Flowering Plants
150854,smelholm,Smelowskia holmgrenii,Nye County Smelowskia,Flowering Plants
141651,solalept,Solanum leptosepalum,Tigna Potato,Flowering Plants
136367,solialbo,Solidago albopilosa,White-haired Goldenrod,Flowering Plants
1048025,soligeor,Solidago georgiana,Solidago georgiana,Flowering Plants
131999,soliplum,Solidago plumosa,Yadkin River Goldenrod,Flowering Plants
140598,solishor,Solidago shortii,Short's Goldenrod,Flowering Plants
130319,solisimu,Solidago simulans,Granite Dome Goldenrod,Flowering Plants
159226,solispit,Solidago spithamaea,Blue Ridge Goldenrod,Flowering Plants
148511,solivill,Solidago villosicarpa,Solidago villosicarpa,Flowering Plants
155365,sophgyps,Sophora gypsophila,Gypsum Necklace,Flowering Plants
149192,sophleac,Sophora leachiana,Western Necklacepod,Flowering Plants
960584,sperinfe,Spermolepis infernensis,,Flowering Plants
148832,sphacaes,Sphaeralcea caespitosa,Jones' Globemallow,Flowering Plants
150415,sphajane,Sphaeralcea janeae,Jane's Globemallow,Flowering Plants
134971,sphapsor,Sphaeralcea psoraloides,Psoralea Globemallow,Flowering Plants
151106,sphacomp,Sphaeromeria compacta,Charleston Tansy,Flowering Plants
131943,spharuth,Sphaeromeria ruthiae,Zion Tansy,Flowering Plants
135228,sphasimp,Sphaeromeria simplex,Laramie False Sagebrush,Flowering Plants
131502,spiggent,Spigelia gentianoides,Gentian Pinkroot,Flowering Plants
135631,spirvirg,Spiraea virginiana,Virginia Spiraea,Flowering Plants
681258,spirames,Spiranthes amesiana,Ames' Ladies'-tresses,Flowering Plants
143352,spirbrev,Spiranthes brevilabris,Texas Ladies'-tresses,Flowering Plants
138772,spirdeli,Spiranthes delitescens,Canelo Hills Ladies'-tresses,Flowering Plants
129296,spirdilu,Spiranthes diluvialis,Ute Ladies'-tresses,Flowering Plants
130391,spirflor,Spiranthes floridana,Florida Ladies'-tresses,Flowering Plants
1011621,spirigni,Spiranthes igniorchis,Fire Ladies'-tresses,Flowering Plants
141632,spirinfe,Spiranthes infernalis,Ash Meadows Ladies'-tresses,Flowering Plants
146077,spirpark,Spiranthes parksii,Navasota Ladies'-tresses,Flowering Plants
136921,sportere,Sporobolus teretifolius,Wireleaf Dropseed,Flowering Plants
158417,stacgrav,Stachydeoma graveolens,Mock Pennyroyal,Flowering Plants
1019189,stacepli,Stachys eplingii,Epling's Hedge-nettle,Flowering Plants
153225,stancali,Stanfordia californica,California Jewelflower,Flowering Plants
134025,stanconf,Stanleya confertiflora,Biennial Prince's-plume,Flowering Plants
157632,stebdeci,Stebbinsoseris decipiens,Thoma's Microseris,Flowering Plants
132501,stelpors,Stellaria porsildii,Porsild's Starwort,Flowering Plants
795442,stendiff,Stenanthium diffusum,,Flowering Plants
1014092,stentenn,Stenanthium tennesseense,,Flowering Plants
160071,stepflum,Stephanomeria fluminea,Stephanomeria fluminea,Flowering Plants
139252,stepmalh,Stephanomeria malheurensis,Malheur Wire-lettuce,Flowering Plants
152412,strealbi,Streptanthus albidus,Metcalf Canyon Twistflower,Flowering Plants
150078,strebatr,Streptanthus batrachopus,Tamalpais Streptanthus,Flowering Plants
161715,strebrac,Streptanthus bracteatus,Bracted Twistflower,Flowering Plants
146568,strecall,Streptanthus callistus,Mt. Hamilton Jewelflower,Flowering Plants
132658,strecutl,Streptanthus cutleri,Cutler's Twistflower,Flowering Plants
139778,strefene,Streptanthus fenestratus,Tehipite Valley Jewelflower,Flowering Plants
161418,strehesp,Streptanthus hesperidis,Brewer's Twistflower,Flowering Plants
161361,strehisp,Streptanthus hispidus,Mt. Diablo Jewelflower,Flowering Plants
152527,strehowe,Streptanthus howellii,Howell's Jewelflower,Flowering Plants
146484,stremorr,Streptanthus morrisonii,Morrison's Jewelflower,Flowering Plants
141649,strenige,Streptanthus niger,Tiburon Jewelflower,Flowering Plants
835123,streobla,Streptanthus oblanceolatus,,Flowering Plants
136518,streolig,Streptanthus oliganthus,Masonic Mountain Jewelflower,Flowering Plants
142305,stresqua,Streptanthus squamiformis,Pine-oak Jewelflower,Flowering Plants
821262,strevern,Streptanthus vernalis,Streptanthus vernalis,Flowering Plants
141006,strotieh,Stroganowia tiehmii,Tiehm's Stroganowia,Flowering Plants
153012,stylmaso,Stylocline masonii,Mason's Neststraw,Flowering Plants
137926,suaecali,Suaeda californica,California Sea-blite,Flowering Plants
139361,suaerola,Suaeda rolandii,Roland's Sea-blite,Flowering Plants
148653,sulloreg,Sullivantia oregana,Oregon Sullivantia,Flowering Plants
142060,swalalex,Swallenia alexandrae,Eureka Dunegrass,Flowering Plants
150751,sympdefo,Symphyotrichum defoliatum,San Bernardino Aster,Flowering Plants
159156,sympdepa,Symphyotrichum depauperatum,Serpentine Aster,Flowering Plants
148173,sympgrea,Symphyotrichum greatae,Greata's Aster,Flowering Plants
137134,sympjess,Symphyotrichum jessicae,Jessica's Aster,Flowering Plants
161292,symplent,Symphyotrichum lentum,Suisun Marsh Aster,Flowering Plants
141339,symppoto,Symphyotrichum potosinum,Santa Rita Mountain American-aster,Flowering Plants
728675,symprhia,Symphyotrichum rhiannon,Symphyotrichum rhiannon,Flowering Plants
155849,sympwels,Symphyotrichum welshii,Welsh's American-aster,Flowering Plants
160080,syntcanb,Synthyris canbyi,Missouri Kittentail,Flowering Plants
161213,syntranu,Synthyris ranunculina,Charleston Kittentails,Flowering Plants
147532,talihumi,Talinum humile,Pinos Altos Mountains Flameflower,Flowering Plants
151424,talimarg,Talinum marginatum,Tepic Flameflower,Flowering Plants
128122,talithom,Talinum thompsonii,Thompson's Talinum,Flowering Plants
134157,taracali,Taraxacum californicum,California Dandelion,Flowering Plants
129388,taushoov,Tauschia hooveri,Hoover's Tauschia,Flowering Plants
128787,taushowe,Tauschia howellii,Howell's Tauschia,Flowering Plants
136832,telejame,Telesonix jamesii,James' False Saxifrage,Flowering Plants
155813,tephangu,Tephrosia angustissima,Devil's Shoestring,Flowering Plants
150823,tetrilic,Tetracoccus ilicifolius,Holly-leaf Tetracoccus,Flowering Plants
130195,tetrherb,Tetraneuris herbacea,Lakeside Daisy,Flowering Plants
131158,tetrverd,Tetraneuris verdiensis,,Flowering Plants
137457,thalcool,Thalictrum cooleyi,Cooley's Meadowrue,Flowering Plants
141309,thaldebi,Thalictrum debile,Southern Meadowrue,Flowering Plants
138829,thalheli,Thalictrum heliophilum,Sun-loving Meadowrue,Flowering Plants
135186,thaspinn,Thaspium pinnatifidum,Cutleaf Meadow-parsnip,Flowering Plants
134272,thelcaes,Thelesperma caespitosum,Green River Greenthread,Flowering Plants
160132,thelpube,Thelesperma pubescens,Uinta Greenthread,Flowering Plants
130111,thelambi,Thelypodiopsis ambigua,Long Valley Tumble-mustard,Flowering Plants
155095,theljuni,Thelypodiopsis juniperorum,Juniper Tumble-mustard,Flowering Plants
130446,thelshin,Thelypodiopsis shinnersii,Rio Grande Tumble-mustard,Flowering Plants
154153,theleuco,Thelypodium eucosmum,Arrowleaf Thelypody,Flowering Plants
159142,thelhowe,Thelypodium howellii,Howell's Thelypody,Flowering Plants
156879,thelpani,Thelypodium paniculatum,Northwestern Thelypody,Flowering Plants
140606,thelroll,Thelypodium rollinsii,Rollins' Thelypody,Flowering Plants
130408,thelsten,Thelypodium stenopetalum,Slender-petal Thelypody,Flowering Plants
150279,thermacr,Thermopsis macrophylla,California Golden-banner,Flowering Plants
138782,therrobu,Thermopsis robusta,Showy Golden-banner,Flowering Plants
135369,thlacali,Thlaspi californicum,Kneeland Prairie Pennycress,Flowering Plants
133950,thurtrif,Thurovia triflora,Three-flower Broomweed,Flowering Plants
155610,thymteph,Thymophylla tephroleuca,Ashy Dogweed,Flowering Plants
129427,thysconc,Thysanocarpus conchuliferus,Santa Cruz Island Lacepod,Flowering Plants
140082,tillbail,Tillandsia baileyi,Bailey's Ball-moss,Flowering Plants
139363,tonealpi,Tonestus alpinus,Alpine Goldenweed,Flowering Plants
148875,tonegran,Tonestus graniticus,Granite Haplopappus,Flowering Plants
152750,tonemicr,Tonestus microcephalus,Small-head Goldenweed,Flowering Plants
145298,townapri,Townsendia aprica,Last Chance Townsend-daisy,Flowering Plants
155764,townglab,Townsendia glabella,Gray's Townsend-daisy,Flowering Plants
130655,towngyps,Townsendia gypsophila,Gypsum Townsend-daisy,Flowering Plants
131107,townmicr,Townsendia microcephala,Cedar Mountain Easter-daisy,Flowering Plants
146769,townroth,Townsendia rothrockii,Rothrock's Townsend-daisy,Flowering Plants
144158,townsmit,Townsendia smithii,Black Rock Ground-daisy,Flowering Plants
143222,tracrost,Tracyina rostrata,Beaked Tracyina,Flowering Plants
149912,tragsaxi,Tragia saxicola,Florida Keys Noseburn,Flowering Plants
129021,tricrivu,Trichocoronis rivularis,Rio Grande Bugheal,Flowering Plants
135645,trifamoe,Trifolium amoenum,Showy Indian Clover,Flowering Plants
144225,trifbarn,Trifolium barnebyi,Barneby's Clover,Flowering Plants
140498,trifbuck,Trifolium buckwestiorum,Santa Cruz Clover,Flowering Plants
158179,trifcalc,Trifolium calcaricum,Running Glade Clover,Flowering Plants
140747,trifdede,Trifolium dedeckerae,Dedecker's Clover,Flowering Plants
139756,triffris,Trifolium friscanum,Frisco Clover,Flowering Plants
134885,trifjoke,Trifolium jokerstii,Butte County Golden Clover,Flowering Plants
901905,trifkent,Trifolium kentuckiense,Trifolium kentuckiense,Flowering Plants
153358,trifneur,Trifolium neurophyllum,Mogollon Clover,Flowering Plants
151707,trifowyh,Trifolium owyheense,Owyhee Clover,Flowering Plants
139222,trifstol,Trifolium stoloniferum,Running Buffalo Clover,Flowering Plants
146375,triftric,Trifolium trichocalyx,Monterey Clover,Flowering Plants
155389,trilparv,Trillium parviflorum,Small-flowered Trillium,Flowering Plants
147783,trilpers,Trillium persistens,Persistent Trillium,Flowering Plants
159345,trilreli,Trillium reliquum,Relict Trillium,Flowering Plants
892860,triltenn,Trillium tennesseense,,Flowering Plants
130896,triltexa,Trillium texanum,Texas Trillium,Flowering Plants
152771,tripcrai,Triphora craigheadii,Craighead's Nodding-caps,Flowering Plants
137961,tripyuca,Triphora yucatanensis,Yucatan Nodding-caps,Flowering Plants
128373,tripflor1,Triphysaria floribunda,San Francisco Owl's-clover,Flowering Plants
134851,tripflor2,Tripsacum floridanum,Florida Gamagrass,Flowering Plants
134406,tritclem,Triteleia clementina,San Clemente Island Triteleia,Flowering Plants
925931,tritpiut,Triteleia piutensis,,Flowering Plants
144396,tropcapp,Tropidocarpum capparideum,Caper-fruit Tropidocarpum,Flowering Plants
144317,tuctgree,Tuctoria greenei,Green's Awnless Orcutt Grass,Flowering Plants
152644,tuctmucr,Tuctoria mucronata,Mucronate Orcutt Grass,Flowering Plants
149424,valenutt,Valerianella nuttallii,Nuttall's Cornsalad,Flowering Plants
145383,valetexa,Valerianella texana,Edwards Plateau Cornsalad,Flowering Plants
145285,verbcali,Verbena californica,California Vervain,Flowering Plants
137295,verbdiss,Verbesina dissita,Bigleaf Crownbeard,Flowering Plants
160464,verbhete,Verbesina heterophylla,Diverseleaf Crownbeard,Flowering Plants
144580,vibubrac,Viburnum bracteatum,Limerock Arrow-wood,Flowering Plants
151725,viciocal,Vicia ocalensis,Ocala Vetch,Flowering Plants
157446,violaure,Viola aurea,Bright Yellow Violet,Flowering Plants
141478,violclau,Viola clauseniana,Clausen's Violet,Flowering Plants
133104,violfran,Viola frank-smithii,Frank Smith's Violet,Flowering Plants
141265,violguad,Viola guadalupensis,Guadalupe Mountains Violet,Flowering Plants
148270,viollith,Viola lithion,Rock Violet,Flowering Plants
137486,wareampl,Warea amplexifolia,Wide-leaf Warea,Flowering Plants
148409,warecart,Warea carteri,Carter's Mustard,Flowering Plants
155918,wyetreti,Wyethia reticulata,El Dorado Mule's-ears,Flowering Plants
132457,xylocogn,Xylorhiza cognata,Mecca Aster,Flowering Plants
149502,xyloconf,Xylorhiza confertifolia,Henrieville Woody-aster,Flowering Plants
155903,xyriisoe,Xyris isoetifolia,Quillwort Yellow-eyed-grass,Flowering Plants
133782,xyrilong,Xyris longisepala,Kral's Yellow-eyed-grass,Flowering Plants
835939,xyripana,Xyris panacea,Xyris panacea,Flowering Plants
834597,xyrispat,Xyris spathifolia,,Flowering Plants
148370,xyritenn,Xyris tennesseensis,Tennessee Yellow-eyed-grass,Flowering Plants
150568,yermanth,Yermo xanthocephalus,Desert Yellowhead,Flowering Plants
652848,yucccern,Yucca cernua,Yucca cernua,Flowering Plants
154241,yuccneco,Yucca necopina,Brazos River Yucca,Flowering Plants
143252,zantparv,Zanthoxylum parvum,Shinners' Tickle-tongue,Flowering Plants
151391,zephrefu,Zephyranthes refugiensis,Refugio Zephyr Lily,Flowering Plants
138288,zephsimp,Zephyranthes simpsonii,Rain Lily,Flowering Plants
155943,zigamogo,Zigadenus mogollonensis,Mogoll Deathcamas,Flowering Plants
140405,zigavagi,Zigadenus vaginatus,Sheathed Deathcamas,Flowering Plants
155192,zizatexa,Zizania texana,Texas Wild Rice,Flowering Plants
130164,zizicela,Ziziphus celata,Scrub Ziziphus,Flowering Plants
116340,oaripowe,Oarisma poweshiek,Poweshiek Skipperling,Butterflies and Skippers
121275,papiaris,Papilio aristodemus,Schaus' Swallowtail,Butterflies and Skippers
107246,papijoan,Papilio joanae,Ozark Swallowtail,Butterflies and Skippers
112996,parnbehr,Parnassius behrii,Sierra Nevada Parnassian,Butterflies and Skippers
113669,philsono,Philotes sonorensis,Sonoran Blue,Butterflies and Skippers
116027,philleon,Philotiella leona,Leona's Little Blue Butterfly,Butterflies and Skippers
106963,philspec,Philotiella speciosa,Small Blue,Butterflies and Skippers
115121,phycorse,Phyciodes orseis,California Crescent,Butterflies and Skippers
110832,piervirg,Pieris virginiensis,West Virginia White,Butterflies and Skippers
115274,piruhafe,Piruna haferniki,Chisos Skipperling,Butterflies and Skippers
108928,pirupoli,Piruna polingii,Four-spotted Skipperling,Butterflies and Skippers
109555,plebemig,Plebulina emigdionis,San Emigdio Blue,Butterflies and Skippers
115970,polimard,Polites mardon,Mardon Skipper,Butterflies and Skippers
120878,probbule,Problema bulenta,Rare Skipper,Butterflies and Skippers
118481,probbyss,Problema byssus,Byssus Skipper,Butterflies and Skippers
115799,pseueunu,Pseudocopaeodes eunus,Alkali Skipper,Butterflies and Skippers
110238,pyrganth,Pyrgus xanthus,Mountain Checkered-Skipper,Butterflies and Skippers
115680,satyking,Satyrium kingi,King's Hairstreak,Butterflies and Skippers
120949,satypoli,Satyrium polingi,Poling's Hairstreak,Butterflies and Skippers
108911,speyadia,Speyeria adiaste,Unsilvered Fritillary,Butterflies and Skippers
112965,speycaro,Speyeria carolae,Carol's Fritillary,Butterflies and Skippers
112513,speydian,Speyeria diana,Diana Fritillary,Butterflies and Skippers
114908,speyidal,Speyeria idalia,Regal Fritillary,Butterflies and Skippers
120745,speynoko,Speyeria nokomis,Nokomis Fritillary,Butterflies and Skippers
118016,stalmacu,Stallingsia maculosus,Manfreda Giant-Skipper,Butterflies and Skippers
119241,stryalea,Strymon alea,Lacey's Scrub-Hairstreak,Butterflies and Skippers
117631,stryaval,Strymon avalona,Avalon Scrub-Hairstreak,Butterflies and Skippers
111742,thordive,Thorybes diversus,Western Cloudywing,Butterflies and Skippers
117394,zereeury,Zerene eurydice,California Dogface,Butterflies and Skippers
858487,barbsimm,Barbicambarus simmonsi,Tennessee Bottlebrush Crayfish,Crayfishes
106842,boucrobi,Bouchardina robisoni,Bayou Bodcau Crayfish,Crayfishes
110535,cambblac,Cambarellus blacki,Cypress Crayfish,Crayfishes
119084,cambdimi,Cambarellus diminutus,Least Crayfish,Crayfishes
120679,camblesl,Cambarellus lesliei,Angular Dwarf Crayfish,Crayfishes
112835,cambnina,Cambarellus ninae,Aransas Dwarf Crayfish,Crayfishes
1000230,cambrota,Cambarellus rotatus,Twisted Dwarf Crayfish,Crayfishes
117640,cambschm,Cambarellus schmitti,Fontal Dwarf Crayfish,Crayfishes
120564,cambtexa,Cambarellus texanus,Brazos Dwarf Crayfish,Crayfishes
112282,cambacul,Cambarus aculabrum,Benton County Cave Crayfish,Crayfishes
120989,cambangu,Cambarus angularis,Angled Crayfish,Crayfishes
117824,cambbatc,Cambarus batchi,Bluegrass Crayfish,Crayfishes
114597,cambbouc,Cambarus bouchardi,Big South Fork Crayfish,Crayfishes
112706,cambbrac,Cambarus brachydactylus,Shortfinger Crayfish,Crayfishes
795348,cambbrim,Cambarus brimleyorum,Valley River Crayfish,Crayfishes
952585,cambcall,Cambarus callainus,Big Sandy Crayfish,Crayfishes
109353,cambcata,Cambarus catagius,Greensboro Burrowing Crayfish,Crayfishes
114962,cambcaus,Cambarus causeyi,Boston Mountains Crayfish,Crayfishes
111670,cambchau,Cambarus chaugaensis,Chauga Crayfish,Crayfishes
793651,cambcliv,Cambarus clivosus,Short Mountain Crayfish,Crayfishes
111672,cambcona,Cambarus conasaugaensis,Mountain Crayfish,Crayfishes
117215,cambcoos,Cambarus coosawattae,Coosawattae Crayfish,Crayfishes
109125,cambcrac,Cambarus cracens,Slenderclaw Crayfish,Crayfishes
111436,cambcrin,Cambarus crinipes,Hairyfoot Crayfish,Crayfishes
110617,cambcryp,Cambarus cryptodytes,Dougherty Plain Cave Crayfish,Crayfishes
113811,cambcyma,Cambarus cymatilis,Conasauga Blue Burrower,Crayfishes
115601,cambdavi,Cambarus davidi,Carolina Ladle Crayfish,Crayfishes
728749,cambdoug,Cambarus doughertyensis,Dougherty Burrowing Crayfish,Crayfishes
791631,cambeese,Cambarus eeseeohensis,Grandfather Mountain Crayfish,Crayfishes
116252,cambelke,Cambarus elkensis,Elk River Crayfish,Crayfishes
115020,cambengl,Cambarus englishi,Tallapoosa Crayfish,Crayfishes
113870,cambextr,Cambarus extraneus,Chickamauga Crayfish,Crayfishes
119585,cambfasc,Cambarus fasciatus,Etowah Crayfish,Crayfishes
107140,cambgeor,Cambarus georgiae,Little Tennessee Crayfish,Crayfishes
117079,cambhall,Cambarus halli,Slackwater Crayfish,Crayfishes
121064,cambhamu,Cambarus hamulatus,Prickly Cave Crayfish,Crayfishes
120496,cambhart,Cambarus harti,Piedmont Blue Burrower,Crayfishes
111144,cambhiwa,Cambarus hiwasseensis,Hiwassee Crayfish,Crayfishes
637255,cambhobb,Cambarus hobbsorum,Rocky River Crayfish,Crayfishes
110090,cambhubb,Cambarus hubbsi,Hubbs' Crayfish,Crayfishes
737546,cambhyst,Cambarus hystricosus,Sandhills Spiny Crayfish,Crayfishes
115905,cambjeze,Cambarus jezerinaci,Spiny Scale Crayfish,Crayfishes
798252,cambjohn,Cambarus johni,Carolina Foothills Crayfish,Crayfishes
108231,cambjone,Cambarus jonesi,Alabama Cave Crayfish,Crayfishes
