ELEMENT_GLOBAL_ID,cutecode,Scientific Name,Common Name,Taxonomic Group
157894,erioconc,Eriogonum concinnum,Darin Buckwheat,Flowering Plants
141731,eriocont,Eriogonum contiguum,Reveal's Buckwheat,Flowering Plants
135838,eriocorr,Eriogonum correllii,Correll's Buckwheat,Flowering Plants
149148,eriocroc,Eriogonum crocatum,Conejo Buckwheat,Flowering Plants
133848,eriocusi,Eriogonum cusickii,Cusick's Buckwheat,Flowering Plants
134388,eriodarr,Eriogonum darrovii,Darrow's Buckwheat,Flowering Plants
138475,eriodiat,Eriogonum diatomaceum,Churchill Narrows Buckwheat,Flowering Plants
135001,erioeast,Eriogonum eastwoodianum,Eastwood's Buckwheat,Flowering Plants
137256,erioerem,Eriogonum eremicola,Wildrose Canyon Buckwheat,Flowering Plants
156095,eriogreg,Eriogonum greggii,Gregg's Buckwheat,Flowering Plants
135004,eriogyps,Eriogonum gypsophilum,Gypsum Buckwheat,Flowering Plants
159504,eriohirt,Eriogonum hirtellum,Klamath Mountain Buckwheat,Flowering Plants
140771,erioholm,Eriogonum holmgrenii,Holmgren's Buckwheat,Flowering Plants
133849,eriojone,Eriogonum jonesii,Jones' Buckwheat,Flowering Plants
147373,eriokell,Eriogonum kelloggii,Kellogg's Buckwheat,Flowering Plants
138298,eriomele,Eriogonum meledonum,Guardian Buckwheat,Flowering Plants
155088,eriomens,Eriogonum mensicola,Panamint Mountain Buckwheat,Flowering Plants
155390,eriomort,Eriogonum mortonianum,Morton's Buckwheat,Flowering Plants
142826,erioneal,Eriogonum nealleyi,Irion County Buckwheat,Flowering Plants
143009,erionerv,Eriogonum nervulosum,Snow Mountain Buckwheat,Flowering Plants
138742,erionort,Eriogonum nortonii,Pinnacles Buckwheat,Flowering Plants
135003,erioripl,Eriogonum ripleyi,Ripley's Buckwheat,Flowering Plants
157431,eriorixf,Eriogonum rixfordii,Pagoda Buckwheat,Flowering Plants
142833,eriorobu,Eriogonum robustum,Altered Andesite Buckwheat,Flowering Plants
157708,eriosmit,Eriogonum smithii,Smith's Buckwheat,Flowering Plants
135997,eriosore,Eriogonum soredium,Frisco Buckwheat,Flowering Plants
738331,eriospec,Eriogonum spectabile,Eriogonum spectabile,Flowering Plants
152428,eriosuff,Eriogonum suffruticosum,Bushy Buckwheat,Flowering Plants
135998,eriotemb,Eriogonum temblorense,Temblor Buckwheat,Flowering Plants
151598,eriotieh,Eriogonum tiehmii,Tiehm's Buckwheat,Flowering Plants
142379,eriotrun,Eriogonum truncatum,Mt. Diablo Buckwheat,Flowering Plants
137454,eriotwis,Eriogonum twisselmannii,Twisselmann's Buckwheat,Flowering Plants
838321,eriovill,Eriogonum villosissimum,Eriogonum villosissimum,Flowering Plants
143082,eriovisc,Eriogonum viscidulum,Sticky Buckwheat,Flowering Plants
158068,eriocong,Eriophyllum congdonii,Congdon's Eriophyllum,Flowering Plants
138202,eriolati,Eriophyllum latilobum,San Mateo Woolly-sunflower,Flowering Plants
132833,eriomoha,Eriophyllum mohavense,Barstow Woolly-sunflower,Flowering Plants
154217,erionubi,Eriophyllum nubigenum,Yosemite Woolly-sunflower,Flowering Plants
137390,erodmacr,Erodium macrophyllum,Largeleaf Filaree,Flowering Plants
161082,errarotu,Errazurizia rotundata,Roundleaf Dunebroom,Flowering Plants
151261,eryncons,Eryngium constancei,Loch Lomond Button-celery,Flowering Plants
146092,eryncune,Eryngium cuneifolium,Wedgeleaf Button-snakeroot,Flowering Plants
965386,erynjeps,Eryngium jepsonii,,Flowering Plants
138302,erynpinn,Eryngium pinnatisectum,Tuolumne Coyote-thistle,Flowering Plants
151064,erynrace,Eryngium racemosum,Delta Coyote-thistle,Flowering Plants
158020,erynspar,Eryngium sparganophyllum,Arizona Eryngo,Flowering Plants
149604,erynspin,Eryngium spinosepalum,Spiny Sepaled Coyote-thistle,Flowering Plants
140369,erysammo,Erysimum ammophilum,Coast Wallflower,Flowering Plants
142503,erystere,Erysimum teretifolium,Santa Cruz Wallflower,Flowering Plants
894623,erythard,Erythranthe hardhamiae,Erythranthe hardhamiae,Flowering Plants
964531,erytmarm,Erythranthe marmorata,,Flowering Plants
1004789,erytperc,Erythranthe percaulis,,Flowering Plants
894626,erytrhod,Erythranthe rhodopetra,Erythranthe rhodopetra,Flowering Plants
129526,eryteleg,Erythronium elegans,Coast Range Fawnlily,Flowering Plants
129316,erytplur,Erythronium pluriflorum,Shuteye Peak Fawnlily,Flowering Plants
130535,erytprop,Erythronium propullans,Minnesota Trout-lily,Flowering Plants
637297,erytquin,Erythronium quinaultense,,Flowering Plants
952546,erytshas,Erythronium shastense,Erythronium shastense,Flowering Plants
145433,eryttayl,Erythronium taylorii,Taylor's Fawnlily,Flowering Plants
160447,eryttuol,Erythronium tuolumnense,Tuolumne Fawnlily,Flowering Plants
148584,eschrhom,Eschscholzia rhombipetala,Diamond-petal California Poppy,Flowering Plants
155324,escoalbi,Escobaria albicolumnaria,White Column,Flowering Plants
144797,escoguad,Escobaria guadalupensis,Guadalupe Pincushion Cactus,Flowering Plants
142884,escohest,Escobaria hesteri,Hester's Cory Cactus,Flowering Plants
129850,escomini,Escobaria minima,Nellie Cory Cactus,Flowering Plants
129174,escoorga,Escobaria organensis,Organ Mountain Foxtail Cactus,Flowering Plants
158625,escorobb,Escobaria robbinsiorum,Cochise Pincushion Cactus,Flowering Plants
152897,escosand,Escobaria sandbergii,San Andres Mountain Foxtail Cactus,Flowering Plants
154020,eupaanom,Eupatorium anomalum,Florida Thoroughwort,Flowering Plants
129492,eupabige,Eupatorium bigelovii,Bigelow's Thoroughwort,Flowering Plants
129258,eupafrus,Eupatorium frustratum,Cape Sable Thoroughwort,Flowering Plants
1048019,euphgeor,Euphorbia georgiana,Georgia Spurge,Flowering Plants
885408,euphjaeg,Euphorbia jaegeri,Euphorbia jaegeri,Flowering Plants
152922,euphneph,Euphorbia nephradenia,Paria Spurge,Flowering Plants
139284,euphpine,Euphorbia pinetorum,Pineland Poinsettia,Flowering Plants
734624,euphrose,Euphorbia rosescens,Euphorbia rosescens,Flowering Plants
139231,euphtele,Euphorbia telephioides,Telephus Spurge,Flowering Plants
134134,euphtric,Euphorbia trichotoma,Sand-dune Spurge,Flowering Plants
149486,eurychap,Eurybia chapmanii,Chapman's Aster,Flowering Plants
134555,eurysaxi,Eurybia saxicastellii,Rockcastle Wood-aster,Flowering Plants
140308,euryspin,Eurybia spinulosa,Pinewoods Aster,Flowering Plants
158258,eustflor,Eustachys floridana,Two-spike Finger Grass,Flowering Plants
137410,eutrpenl,Eutrema penlandii,Penland's Alpine Fen Mustard,Flowering Plants
132460,evolgris,Evolvulus grisebachii,Grisebach's False Morning-glory,Flowering Plants
156668,eysespin,Eysenhardtia spinosa,Spiny Kidneywood,Flowering Plants
133670,festligu,Festuca ligulata,Guadalupe Fescue,Flowering Plants
138224,filiocci,Filipendula occidentalis,Queen-of-the-Forest,Flowering Plants
137693,fimbbrev,Fimbristylis brevivaginata,Glade Fimbry,Flowering Plants
148054,fimbperp,Fimbristylis perpusilla,Harper's Fimbry,Flowering Plants
161280,flavmcdo,Flaveria mcdougallii,Grand Canyon Flaveria,Flowering Plants
149792,foregodf,Forestiera godfreyi,Godfrey's Swamp-privet,Flowering Plants
136431,frascolo,Frasera coloradensis,Colorado Gentian,Flowering Plants
150536,frasgyps,Frasera gypsicola,Sunnyside Green-gentian,Flowering Plants
153934,fraxpapi,Fraxinus papillosa,Chihuahua Ash,Flowering Plants
141870,fremdecu,Fremontodendron decumbens,Pine Hill Flannelbush,Flowering Plants
148726,fremmexi,Fremontodendron mexicanum,Mexican Flannelbush,Flowering Plants
144329,fritbran,Fritillaria brandegeei,Greenhorn Fritillary,Flowering Plants
159312,fritfalc,Fritillaria falcata,Talus Fritillary,Flowering Plants
158328,fritgent,Fritillaria gentneri,Gentner's Fritillary,Flowering Plants
135411,fritlili,Fritillaria liliacea,Fragrant Fritillary,Flowering Plants
154873,fritojai,Fritillaria ojaiensis,Ojai Fritillary,Flowering Plants
154350,fritplur,Fritillaria pluriflora,Adobe Lily,Flowering Plants
143970,fritstri,Fritillaria striata,Striped Adobe Lily,Flowering Plants
145118,fritviri,Fritillaria viridea,San Benito Fritillary,Flowering Plants
139515,fryxpygm,Fryxellia pygmaea,Fryxell's Pygmy Mallow,Flowering Plants
141880,gailflav,Gaillardia flava,Yellow Blanket-flower,Flowering Plants
821468,galawats,Galactia watsoniana,Galactia watsoniana,Flowering Plants
153106,galebica,Galeandra bicarinata,Two-Keeled Hooded Orchid,Flowering Plants
152560,galibuxi,Galium buxifolium,Island Bedstraw,Flowering Plants
142617,galiclem,Galium clementis,Santa Lucia Bedstraw,Flowering Plants
155399,galicorr,Galium correllii,Cliff Bedstraw,Flowering Plants
133375,galigran,Galium grande,San Gabriel Bedstraw,Flowering Plants
796950,gayloroc,Gaylussacia orocola,Gaylussacia orocola,Flowering Plants
144173,genidumo,Genistidium dumosum,Brush-pea,Flowering Plants
136511,gentplur,Gentiana plurisetosa,Bristly Gentian,Flowering Plants
153837,gentseti,Gentiana setigera,Elegant Gentian,Flowering Plants
134046,gentwisl,Gentianella wislizeni,Chiricahua Gentian,Flowering Plants
153730,geocmini,Geocarpon minimum,Tiny Tim,Flowering Plants
141196,geumgeni,Geum geniculatum,Bent Avens,Flowering Plants
146728,geumpeck,Geum peckii,Mountain Avens,Flowering Plants
129612,geumradi,Geum radiatum,Spreading Avens,Flowering Plants
156590,gilicaes,Gilia caespitosa,Wonderland Alice-flower,Flowering Plants
135541,giliform,Gilia formosa,Aztec Gilia,Flowering Plants
1044114,gilikare,Gilia karenae,Karen's Gilia,Flowering Plants
134764,gilimacu,Gilia maculata,Little San Bernardino Mountains Gilia,Flowering Plants
127864,gilimill,Gilia millefoliata,Dark-eyed Gilia,Flowering Plants
130087,gilisedi,Gilia sedifolia,Stonecrop Gily-flower,Flowering Plants
130996,gilitenu,Gilia tenuis,Mussentuchit Gilia,Flowering Plants
149363,giliyork,Gilia yorkii,Boyden Cave Gily-flower,Flowering Plants
128529,gilmlute,Gilmania luteola,Golden Carpet,Flowering Plants
142447,githtene,Githopsis tenella,Tube-flower Bluecup,Flowering Plants
137946,glanchir,Glandularia chiricahensis,Chiricahua Vervain,Flowering Plants
137467,glantamp,Glandularia tampensis,Tampa Vervain,Flowering Plants
146617,glausuff,Glaucocarpum suffrutescens,Toad-flax Cress,Flowering Plants
159727,glosclok,Glossopetalon clokeyi,Clokey's Greasebush,Flowering Plants
137086,glospung,Glossopetalon pungens,Pacific Greasebush,Flowering Plants
145002,glostexe,Glossopetalon texense,Texas Grease Bush,Flowering Plants
134632,glycnubi,Glyceria nubigena,Smoky Mountains Mannagrass,Flowering Plants
129926,grathete,Gratiola heterosepala,Boggs Lake Hedge-hyssop,Flowering Plants
148416,grinacut,Grindelia acutifolia,Sharp-leaf Gumweed,Flowering Plants
144681,grinfrax,Grindelia fraxinipratensis,Ash Meadows Gumweed,Flowering Plants
155236,grinoole,Grindelia oolepis,Plains Gumweed,Flowering Plants
139929,guajsanc,Guajacum sanctum,Holywood Lignumvitae,Flowering Plants
821145,gutieleg,Gutierrezia elegans,Gutierrezia elegans,Flowering Plants
150788,hackbess,Hackelia besseyi,Bessey's Stickseed,Flowering Plants
150228,hackgrac,Hackelia gracilenta,Colorado Stickseed,Flowering Plants
159243,hackibap,Hackelia ibapensis,Deep Creek Stickseed,Flowering Plants
149579,hackshar,Hackelia sharsmithii,Sharsmith's Stickseed,Flowering Plants
128463,hackvenu,Hackelia venusta,Showy Stickseed,Flowering Plants
732412,harmgugg,Harmonia guggolziorum,,Flowering Plants
154865,harpflav,Harperocallis flava,Harper's Beauty,Flowering Plants
145310,harrabor,Harrisia aboriginum,Aboriginal Prickly-apple,Flowering Plants
140375,harrfrag,Harrisia fragrans,Fragrant Prickly-apple,Flowering Plants
161545,harrsimp,Harrisia simpsonii,Simpson's Prickly-apple,Flowering Plants
130534,hartflor,Hartwrightia floridana,Florida Hartwrightia,Flowering Plants
156275,hastrobe,Hasteola robertiorum,Hammockherb,Flowering Plants
144619,hazacana,Hazardia cana,San Clemente Island Hazardia,Flowering Plants
154810,hazaorcu,Hazardia orcuttii,Orcutt's Hazardia,Flowering Plants
137291,hedepulc,Hedeoma pulcherrima,White Mountain False Pennyroyal,Flowering Plants
156973,hedetods,Hedeoma todsenii,Todsen's False Pennyroyal,Flowering Plants
156955,hedybutt,Hedyotis butterwickiae,Mary's Bluet,Flowering Plants
134817,helevirg,Helenium virginicum,Virginia Sneezeweed,Flowering Plants
148637,helicast,Helianthella castanea,Diablo Rockrose,Flowering Plants
130577,heligree,Helianthemum greenei,Island Rushrose,Flowering Plants
148293,helicarn,Helianthus carnosus,Lakeside Sunflower,Flowering Plants
858270,heliinex,Helianthus inexpectatus,Helianthus inexpectatus,Flowering Plants
139880,helipara,Helianthus paradoxus,Pecos Sunflower,Flowering Plants
149675,helischw,Helianthus schweinitzii,Schweinitz's Sunflower,Flowering Plants
931235,heliwint,Helianthus winteri,Helianthus winteri,Flowering Plants
141852,helisoli,Heliomeris soliceps,Paria Sunflower,Flowering Plants
151923,helobull,Helonias bullata,Swamp-pink,Flowering Plants
158156,hemiarid,Hemizonia arida,Red Rock Tarplant,Flowering Plants
138990,hemiconj,Hemizonia conjugens,Otay Tarweed,Flowering Plants
159305,hemiflor,Hemizonia floribunda,Tecate Tarweed,Flowering Plants
138555,hemihall,Hemizonia halliana,Hall's Tarweed,Flowering Plants
138357,hemimint,Hemizonia minthornii,Santa Susana Tarweed,Flowering Plants
145787,hemimoha,Hemizonia mohavensis,Mohave Tarplant,Flowering Plants
131395,hermpauc,Hermannia pauciflora,Santa Catalina Burstwort,Flowering Plants
152449,hespaden,Hesperolinon adenophyllum,Glandular Western Flax,Flowering Plants
157642,hespbica,Hesperolinon bicarpellatum,Two-carpel Dwarf-flax,Flowering Plants
144859,hespbrew,Hesperolinon breweri,Brewer's Dwarf-flax,Flowering Plants
133531,hespcong,Hesperolinon congestum,Marin Western Flax,Flowering Plants
131806,hespdidy,Hesperolinon didymocarpum,Lake County Western Flax,Flowering Plants
156798,hespdrym,Hesperolinon drymarioides,Drymary Dwarf-flax,Flowering Plants
152413,hespteha,Hesperolinon tehamense,Paskenta Grade Dwarf-flax,Flowering Plants
132419,hetemexi,Heteranthera mexicana,Mexican Mud-plantain,Flowering Plants
145923,hetejone,Heterotheca jonesii,Jones' False Goldenaster,Flowering Plants
128604,hetemona,Heterotheca monarchensis,Sequoia False Goldenaster,Flowering Plants
160879,heterutt,Heterotheca rutteri,Rutter's False Goldenaster,Flowering Plants
160823,heteshev,Heterotheca shevockii,Kern Canyon False Goldenaster,Flowering Plants
143019,heucbrev,Heuchera brevistaminea,Laguna Heuchera,Flowering Plants
144303,heucpulc,Heuchera pulchella,Sandia Mountain Alumroot,Flowering Plants
133046,hexarevo,Hexalectris revoluta,Chisos Coralroot,Flowering Plants
134922,hexawarn,Hexalectris warnockii,Purple-spike Coralroot,Flowering Plants
148635,hexanani,Hexastylis naniflora,Dwarf-flower Heartleaf,Flowering Plants
132681,hexaspec,Hexastylis speciosa,Harper's Heartleaf,Flowering Plants
132707,hibidasy,Hibiscus dasycalyx,Neches River Rosemallow,Flowering Plants
161745,hierrusb,Hieracium rusbyi,Ruby's Hawkweed,Flowering Plants
147351,hofftene,Hoffmannseggia tenella,Slender Rushpea,Flowering Plants
152898,hoitstro,Hoita strobilina,Loma Prieta Scurfpea,Flowering Plants
141741,holmpetr,Holmgrenanthe petrophila,Rock Lady,Flowering Plants
147015,holomacr,Holocarpha macradenia,Santa Cruz Tarplant,Flowering Plants
158668,horkbola,Horkelia bolanderi,Bolander's Horkelia,Flowering Plants
159335,horkhend,Horkelia hendersonii,Henderson's Horkelia,Flowering Plants
151623,horkmari,Horkelia marinensis,Pt. Reyes Horkelia,Flowering Plants
129208,horkparr,Horkelia parryi,Parry's Horkelia,Flowering Plants
148092,horktenu,Horkelia tenuiloba,Santa Rosa Oceanspray,Flowering Plants
130854,horktula,Horkelia tularensis,Kern Plateau Horkelia,Flowering Plants
147700,horkwild,Horkelia wilderae,Barton Flats Horkelia,Flowering Plants
136407,houscorr,Houstonia correllii,Correll's Bluet,Flowering Plants
136199,howeaqua,Howellia aquatilis,Water Howellia,Flowering Plants
150303,hudsmont,Hudsonia montana,Mountain Golden-heather,Flowering Plants
154573,hydrbrow,Hydrophyllum brownei,Arkansas Waterleaf,Flowering Plants
151260,hymegodf,Hymenocallis godfreyi,Godfrey's Spider-lily,Flowering Plants
154053,hymehenr,Hymenocallis henryae,Henry's Spider-lily,Flowering Plants
144440,hymecarr,Hymenopappus carrizoanus,Sandhill Woolly-white,Flowering Plants
148939,hymelapi,Hymenoxys lapidicola,Rock Hymenoxys,Flowering Plants
153540,hymetexa,Hymenoxys texana,Prairie Dawn,Flowering Plants
148882,hymevase,Hymenoxys vaseyi,Vasey's Bitterweed,Flowering Plants
153679,hypecumu,Hypericum cumulicola,Highlands Scrub St. John's-wort,Flowering Plants
140722,hypeedis,Hypericum edisonianum,Edison's Ascyrum,Flowering Plants
138497,hypeexil,Hypericum exile,Florida Sands St. John's-wort,Flowering Plants
136635,hypeliss,Hypericum lissophloeus,Smooth-barked St. John's-wort,Flowering Plants
160960,hyperadf,Hypericum radfordiorum,Hypericum radfordiorum,Flowering Plants
143466,ilexcuth,Ilex cuthbertii,Cuthbert's Holly,Flowering Plants
153827,illiparv,Illicium parviflorum,Yellow Anisetree,Flowering Plants
138087,ionacael,Ionactis caelestis,Spring Mountain Ankle-aster,Flowering Plants
129689,ionaeleg,Ionactis elegans,Sierra Blanca Cliff Daisy,Flowering Plants
160737,ipommicr,Ipomoea microdactyla,Wild Potato Morning-glory,Flowering Plants
155508,ipomshum,Ipomoea shumardiana,Narrowleaf Morning-glory,Flowering Plants
161335,ipomglob,Ipomopsis globularis,Globe Gilia,Flowering Plants
145135,ipomsanc,Ipomopsis sancti-spiritus,Holy Ghost Ipomopsis,Flowering Plants
149152,irislacu,Iris lacustris,Dwarf Lake Iris,Flowering Plants
151169,irismunz,Iris munzii,Munz's Iris,Flowering Plants
138120,isocargu,Isocoma arguta,Carquinez Goldenbush,Flowering Plants
137976,isotmede,Isotria medeoloides,Small Whorled Pogonia,Flowering Plants
156148,ivesaper,Ivesia aperta,Sierra Valley Ivesia,Flowering Plants
153764,ivesargy,Ivesia argyrocoma,Silver-haired Ivesia,Flowering Plants
132796,ivescall,Ivesia callida,Tahquitz Ivesia,Flowering Plants
149003,ivescryp,Ivesia cryptocaulis,Hidden Ivesia,Flowering Plants
152916,ivesjaeg,Ivesia jaegeri,Jaeger's Ivesia,Flowering Plants
142904,iveslong,Ivesia longibracteata,Castle Crags Ivesia,Flowering Plants
147709,ivespani,Ivesia paniculata,Ash Creek Ivesia,Flowering Plants
149932,ivespate,Ivesia patellifera,Kingston Mountains Ivesia,Flowering Plants
132237,ivespick,Ivesia pickeringii,Pickering's Ivesia,Flowering Plants
148051,ivespity,Ivesia pityocharis,Pine Nut Ivesia,Flowering Plants
157441,ivesrhyp,Ivesia rhypara,Grimy Ivesia,Flowering Plants
128826,ivesseri,Ivesia sericoleuca,Plumas Ivesia,Flowering Plants
128840,ivesutah,Ivesia utahensis,Utah Ivesia,Flowering Plants
151761,iveswebb,Ivesia webberi,Webber Ivesia,Flowering Plants
141636,jacqcurt,Jacquemontia curtissii,Pineland Jacquemontia,Flowering Plants
141503,jacqrecl,Jacquemontia reclinata,Reclined Clustervine,Flowering Plants
144479,jametetr,Jamesia tetrapetala,Waxflower,Flowering Plants
160550,juglhind,Juglans hindsii,Northern California Black Walnut,Flowering Plants
136247,junccaes,Juncus caesariensis,New Jersey Rush,Flowering Plants
820811,juncdigi,Juncus digitatus,Juncus digitatus,Flowering Plants
148678,juncleio,Juncus leiospermus,Red Bluff Rush,Flowering Plants
160810,justruny,Justicia runyonii,Runyon's Water-willow,Flowering Plants
136676,justwrig,Justicia wrightii,Wright's Water-willow,Flowering Plants
132829,kallpere,Kallstroemia perennans,Perennial Caltrop,Flowering Plants
151001,kalmfrag,Kalmiopsis fragrans,Kalmiopsis fragrans,Flowering Plants
905843,lagodiab,Lagophylla diabolensis,Lagophylla diabolensis,Flowering Plants
905846,lagodich1,Lagophylla dichotoma,Lagophylla dichotoma,Flowering Plants
152487,lagodich2,Lagophylla dichotoma,Forking Hareleaf,Flowering Plants
146068,lantdepr,Lantana depressa,Florida Lantana,Flowering Plants
141666,lastburk,Lasthenia burkei,Burke's Goldfields,Flowering Plants
154839,lastconj,Lasthenia conjugens,Contra Costa Goldfields,Flowering Plants
154912,lathbifl,Lathyrus biflorus,Two-flower Pea,Flowering Plants
129278,lathgrim,Lathyrus grimesii,Grimes' Vetchling,Flowering Plants
154908,lathhitc,Lathyrus hitchcockianus,Bullfrog Hills Sweetpea,Flowering Plants
129880,lathholo,Lathyrus holochlorus,Thinleaf Peavine,Flowering Plants
139784,layicarn,Layia carnosa,Beach Tidy-tips,Flowering Plants
130179,layidisc,Layia discoidea,Rayless Layia,Flowering Plants
142011,layihete,Layia heterotricha,Pale-yellow Layia,Flowering Plants
131564,layijone,Layia jonesii,Jones' Layia,Flowering Plants
148310,layileuc,Layia leucopappa,Comanche Point Layia,Flowering Plants
146059,layimunz,Layia munzii,Munz's Tidy-tips,Flowering Plants
132690,layisept,Layia septentrionalis,Colusa Tidy-tips,Flowering Plants
141414,leavalab,Leavenworthia alabamica,Alabama Gladecress,Flowering Plants
146857,leavaure,Leavenworthia aurea,Golden Gladecress,Flowering Plants
135267,leavcras,Leavenworthia crassa,Fleshy-fruit Gladecress,Flowering Plants
137823,leavtexa,Leavenworthia texana,Texas Golden Gladecress,Flowering Plants
135050,lechdiva,Lechea divaricata,Pine Pinweed,Flowering Plants
132315,lechmens,Lechea mensalis,Chisos Pinweed,Flowering Plants
138021,legelimo,Legenere limosa,False Venus'-looking-glass,Flowering Plants
153488,lembcong,Lembertia congdonii,San Joaquin Woollythread,Flowering Plants
144841,lepecard,Lepechinia cardiophylla,Heart-shaped Pitcher-sage,Flowering Plants
795433,lepeross,Lepechinia rossii,Lepechinia rossii,Flowering Plants
142407,lepibarn,Lepidium barnebyanum,Barneby's Pepper-grass,Flowering Plants
640407,lepicren,Lepidium crenatum,Alkaline Pepperwort,Flowering Plants
154168,lepihube,Lepidium huberi,Huber's Pepperwort,Flowering Plants
640416,lepiinte,Lepidium integrifolium,Thickleaf Pepperwort,Flowering Plants
136406,lepiostl,Lepidium ostleri,Ostler's Pepper-grass,Flowering Plants
160209,lepipapi,Lepidium papilliferum,Slick-spot Pepper-grass,Flowering Plants
132398,lepiburg,Lepidospartum burgessii,Burgress' Broomshrub,Flowering Plants
135393,leptglab,Leptodactylon glabrum,Owyhee Prickly-phlox,Flowering Plants
146696,leptjaeg,Leptodactylon jaegeri,San Jacinto Prickly-phlox,Flowering Plants
141618,lesplept,Lespedeza leptostachya,Prairie Bushclover,Flowering Plants
153923,lesqaure,Lesquerella aurea,Golden Bladderpod,Flowering Plants
137180,lesqcong,Lesquerella congesta,Dudley Bluffs Bladderpod,Flowering Plants
137002,lesqfili,Lesquerella filiformis,Missouri Bladderpod,Flowering Plants
151360,lesqfrem,Lesquerella fremontii,Fremont's Bladderpod,Flowering Plants
159250,lesqgarr,Lesquerella garrettii,Garrett's Bladderpod,Flowering Plants
141118,lesqglob,Lesquerella globosa,Globe Bladderpod,Flowering Plants
160408,lesqhumi,Lesquerella humilis,Few-seeded Bladderpod,Flowering Plants
151201,lesqlesi,Lesquerella lesicii,Pryor Mountains Bladderpod,Flowering Plants
149118,lesqlyra,Lesquerella lyrata,Lyrate Bladderpod,Flowering Plants
147540,lesqmacr,Lesquerella macrocarpa,Large-fruit Bladderpod,Flowering Plants
143884,lesqpall,Lesquerella pallida,White Bladderpod,Flowering Plants
160720,lesqparv,Lesquerella parviflora,Piceance Bladderpod,Flowering Plants
144037,lesqpend,Lesquerella pendula,Snake Range Bladderpod,Flowering Plants
137674,lesqperf,Lesquerella perforata,Spring Creek Bladderpod,Flowering Plants
151362,lesqpros,Lesquerella prostrata,Prostrate Bladderpod,Flowering Plants
159251,lesqprui,Lesquerella pruinosa,Frosty Bladderpod,Flowering Plants
153263,lesqston,Lesquerella stonensis,Stones River Bladderpod,Flowering Plants
159905,lesqtham,Lesquerella thamnophila,Zapata Bladderpod,Flowering Plants
137676,lesqvici,Lesquerella vicina,Montrose Bladderpod,Flowering Plants
145853,lessarac,Lessingia arachnoidea,Crystal Springs Lessingia,Flowering Plants
158079,lessgerm,Lessingia germanorum,San Francisco Lessingia,Flowering Plants
130977,lewicong,Lewisia congdonii,Congdon's Lewisia,Flowering Plants
158074,lewidise,Lewisia disepala,Yosemite Lewisia,Flowering Plants
138275,lewilong,Lewisia longipetala,Long-petaled Lewisia,Flowering Plants
139297,lewimagu,Lewisia maguirei,Maguire's Bitteroot,Flowering Plants
814970,lewisaca,Lewisia sacajaweana,Lewisia sacajaweana,Flowering Plants
159993,lewiserr,Lewisia serrata,Saw-toothed Lewisia,Flowering Plants
128327,lewisteb,Lewisia stebbinsii,Stebbins' Lewisia,Flowering Plants
156449,liatbrac,Liatris bracteata,Bracted Gayfeather,Flowering Plants
133975,liatcymo,Liatris cymosa,Branched Gayfeather,Flowering Plants
160575,liatghol,Liatris gholsonii,Liatris gholsonii,Flowering Plants
134240,liatohli,Liatris ohlingerae,Florida Gayfeather,Flowering Plants
144220,liatolig,Liatris oligocephala,Liatris oligocephala,Flowering Plants
145085,liatprov,Liatris provincialis,Godfrey's Blazingstar,Flowering Plants
151363,lilamaso,Lilaeopsis masonii,Mason's Lilaeopsis,Flowering Plants
139859,liligray,Lilium grayi,Gray's Lily,Flowering Plants
159089,liliirid,Lilium iridollae,Panhandle Lily,Flowering Plants
140403,lilimari,Lilium maritimum,Coast Lily,Flowering Plants
157883,liliocci,Lilium occidentale,Western Lily,Flowering Plants
157624,limnbake,Limnanthes bakeri,Baker's Meadowfoam,Flowering Plants
160276,limnvinc,Limnanthes vinculans,Sebastopol Meadowfoam,Flowering Plants
142484,linabell,Linanthus bellus,Desert Beauty,Flowering Plants
898761,linabern,Linanthus bernardinus,Linanthus bernardinus,Flowering Plants
136240,linaconc,Linanthus concinnus,San Gabriel Linanthus,Flowering Plants
149949,linakill,Linanthus killipii,Baldwin Lake Linanthus,Flowering Plants
129236,lindmeli,Lindera melissifolia,Pondberry,Flowering Plants
152712,linuaren,Linum arenicola,Sand Flax,Flowering Plants
142228,linucart,Linum carteri,Carter's Flax,Flowering Plants
127892,linumacr,Linum macrocarpum,Spring Hill Flax,Flowering Plants
152145,linuwest,Linum westii,West's Flax,Flowering Plants
136453,lithmaxi,Lithophragma maximum,San Clemente Island Woodland-star,Flowering Plants
135218,lobeboyk,Lobelia boykinii,Boykin's Lobelia,Flowering Plants
129042,lomabrad,Lomatium bradshawii,Bradshaw's Desert-parsley,Flowering Plants
135225,lomaconc,Lomatium concinnum,Colorado Desert-parsley,Flowering Plants
148870,lomacong,Lomatium congdonii,Congdon's Lomatium,Flowering Plants
133801,lomacook,Lomatium cookii,Agate Desert Lomatium,Flowering Plants
149411,lomaeryt,Lomatium erythrocarpum,Red-fruit Lomatium,Flowering Plants
135707,lomagree,Lomatium greenmanii,Greenman's Lomatium,Flowering Plants
153286,lomalati,Lomatium latilobum,Canyonlands Lomatium,Flowering Plants
156765,lomaobse,Lomatium observatorium,Mt. Hamilton Lomatium,Flowering Plants
149431,lomaocho,Lomatium ochocense,Lomatium ochocense,Flowering Plants
134653,lomapack,Lomatium packardiae,Packard's Desert-parsley,Flowering Plants
133726,lomarose,Lomatium roseanum,Rose-flower Desert-parsley,Flowering Plants
